en,zh-hant,zh-hans
United States army computer system,美國陸軍計算機系統,
United States atomic energy commission,美國原子能委員會,
United States bureau of standards,美國標準局,
United States communications intelligence board,美國通訊資訊局,
United States department of agriculture,美國農業部,
United States frequency standard,美國頻率標準,
United States geological survey,美國地質勘探局,
United States independent telephone association,美國獨立電話協會,
United States information center,美國資訊中心,
United States of America standard institute,美國標準學會,
United States of America standard,美國國家標準,
United States standard,美國標準,
united translation system,聯合翻譯系統,
uniterm,單元項；單元詞；單項,
uniterm index,單項索引,
uniterm indexing,單項索引,
uniterm system,單項系統,
uniterming,單元詞選擇,
uniting,聯合化,
unitized digital electronic calculator,統一數位電子計算器；成套的電子數位計算機,
unitized film,統一膠片；統一薄膜,
unit-of-work identifier,工作單元識別符,
unitransitive graph,單可傳遞圖,
unit's order,單位次序,
unity,單一；合一；整體,
unity of system operation,系統操作單位,
unity path,單一路徑,
univariant function generator,單變數函數產生器；單變數函數產生程式,
univariant search,單變數搜尋,
univariate curve fitting,單變數曲線適配,
universal,通用；萬能；宇宙；普遍；環球,
universal access,通用存取,
universal active filter,通用現用濾波器,
universal address,通用位址,
universal address administration,通用位址管理,全球地址管理
universal administration,通用管理,
universal algorithm,通用演算法,
universal assembler translator system,通用組合程式翻譯器系統,
universal asynchronous port,通用異步埠,
universal asynchronous receiver/transmitter,通用非同步收發機,通用異步接收發送設備
universal asynchronous receiver/transmitter,通用異步收發器；通用異步接收機發射器,
universal automatic computer,通用自動計算機,
universal black box,通用黑箱,
universal block channel,通用塊通道,
universal buffer controller,通用緩衝器控制器,
universal button box,通用按鈕箱,
universal camera control system,通用照像機控制系統,
universal card read-in program,通用卡片讀入程式,
universal chain control,通用鍊控制；（列印機的）通用鏈式控制,
universal character,通用字元,
universal character buffer address register,通用字元緩衝器位址暫存器,
universal character buffer,通用字元緩衝器,
universal character set,通用字元集,
universal class,全集合；通用類別,
universal class card reader,通用類別卡閱讀機,
universal classification system,通用分類系統,
universal closure,全稱閉包,
universal code,通用碼,
universal code synchronous transmitter-receiver,通用編碼同步收發器；通用碼同步收發器,
universal coded character set,通用編碼字元集,
universal command,通用命令,
universal communication monitor,通用通信監視器,
universal communication switching device,通用通訊交換裝置；通用通信交換裝置,
universal compiler,通用編譯器；通用編譯程式,
universal computer,通用計算機,
universal computer company,通用計算機公司,
universal computer oriented language,通用計算機導向語言,
universal constant,通用常數,
universal controller,通用控制器,
universal controller system bus,通用控制器系統匯流排,
universal coordinated time,通用協調時間,
universal data link control,通用資料鏈路控制,
universal data system,通用資料系統,
universal data transfer service,通用資料傳送服務,
universal database access system,通用資料庫存取系統,
universal decimal classification,通用十進分類；國際十進分類法；通用十進分類法,
universal default,通用內定值；通用系統設定值,
universal device,通用裝置,
universal device index,通用裝置索引,
universal digital computer,通用數位計算機,
universal digital interface,通用數位介面,
universal document reader,通用文件閱讀機,
universal electron microscope,通用電子顯微鏡,
universal emulating terminal system,通用仿真終端系統,
universal file access method,通用檔案存取法,
universal file access system,通用檔案存取系統；統一檔案存取系統,
universal fixed type,通用固定類型,
universal fixture,通用混合,
universal fixturing,通用夾具,
universal floppy reader,通用軟式磁碟的,
universal frequency counter,通用頻率計數器,
universal function,泛函數,
universal grammar,通用文法,
universal graphic recorder,通用圖形記錄器,
universal host machine,通用主機,
universal host processor,通用主處理機,
universal image processing system,通用影像處理系統,
universal implication graph,通用蘊含圖,
universal input/output controller,通用輸入輸出控制器,
universal installer,通用安裝程式,通用安裝程序
universal instance assumption,通用實例假設,
universal instruction set,通用指令集；通用指令系統,
universal integer type,通用整數型,
universal integrated communication system,環球整合通訊系統,
universal interconnecting device,環球互連裝置；通用互連設備,
universal job control language,通用工件控制語言,
universal key,通用鍵；多用途鍵；通用關鍵字,
universal keyboard,通用鍵盤,通用鍵盤
universal keyset,通用鍵組,
universal language definition,通用語言定義,
universal language description,通用語言描述,
universal library,通用程式館,
universal line multiplexer,通用線路多工器,
universal link terminal,通用鏈接終端,
universal logic block,通用邏輯塊,
universal logic circuit,通用邏輯電路,
universal logic gate,通用邏輯閘,
universal logic implementation,通用邏輯實施,
universal machine,通用機,
universal machine language,通用機器語言,
universal maintenance standard,通用維修（維護）標準,
universal manipulator controller,廣用調處器控制器,
universal memory system,通用記憶系統,
universal meter,萬用表,
universal microprogramming,通用微程式設計,
universal modular tree,通用模組樹,
universal module,通用模組；通用程式,
universal multiple-octet coded character set,通用多八位編碼字元集,通用多八位編碼字符集
universal multiprogramming system,通用多程式系統,
universal navigation computer,通用導航計算機,
universal network,環球網路,
universal numerical interchange terminal,通用數值交換終端機,
universal operating system,通用作業系統,
universal output computer,通用輸出計算機,
universal performance assessment and control system,通用性能評價與控制系統,
universal peripheral interface chip,通用週邊介面晶片,
universal peripheral interface,通用週邊介面,
universal postal union,通用郵政聯盟,
universal power supply,通用電源,
universal procedure oriented language,通用程序導向語言,
universal processing system,通用處理系統,
universal processor,通用處理機,
universal product code,通用產品代碼,
universal program,通用程式,
universal program development system,通用程式開發系統,
universal programming language,通用程式設計語言,
universal PROM programmer,通用PROM程式設計員；通用PROM程式編製器,
universal property,通用性質,
universal proposition,全稱命題,
universal quantification,通用量化,
universal quantifier,全稱量詞,全稱量詞
universal radar signal processor,通用雷達信號處理機,
universal real type,通用實數類型,
universal receiver/transmitter,通用收發機,
universal relation,泛關係,泛關系
universal relation assumption,泛關係假設,
universal relation model,泛關係模型,
universal serial bus,通用串列匯流排,通用串行總線
universal series regulator,通用串聯式調整器；通用串聯式穩壓器,
universal service order code,通用服務命令碼,
universal set,全集；字集,
universal simulator,通用模擬器,
universal small keyboard,通用小鍵盤,
universal software interface,通用軟體介面,
universal specialization,通稱特化,
universal specialization reasoning,全稱消去推理；通稱特化推理,
universal structural analysis service,通用結構分析業務,
universal symbol,通用符號,
universal synchronous and asynchronous receiver/transmitter,通用同步及異步接收機發送器,
universal synchronous receiver,通用同步接收程序；通用同步接收機,
universal synchronous receiver/transmitter,通用同步接收機發送器,
universal tag,通用標籤,
universal tape processor,通用磁帶處理機,
universal tape-to-tape converter,通用磁帶至磁帶轉換器,
universal test equipment compiler,通用測試設備編譯程式,
universal time,世界時間；格林威治時間；國際標準時,
universal time-sharing system,通用分時系統,
universal torn-tape system,通用撕（斷紙）帶系統,
universal transistor,通用電晶體,
universal translator oriented language,通用翻譯程式導向語言,
universal tree domain,全樹域,
universal Turing machine,通用杜林機,通用圖靈機
universal unification,通用統一,泛合一
universality,廣用性,
universally quantified variable,廣用量化變數,
universally valid premise,全稱永真前提,
universe,宇宙；世界；域；全域；總體,
universe of admissible patterns,容許型樣全域,
universe of discourse,論域；個體域,
universe set,全域,
universe time,宇宙時間；世界時,
university,大學,
university computing company,大學計算公司,
university of Washington BASIC interpretive compiler,華盛頓大學BASIC解釋型編譯程式,
university of Waterloo COBOL,（加拿大）滑鐵盧大學的COBOL語言,
university of Waterloo FORTRAN,滑鐵盧大學FORTRAN語言,
uni-vibrator,單振子,
univolume,單卷,
univolume file,單卷檔案,
uniwafer,單圓片,
uniwave signaling,單頻發信,
UNIX,UNIX作業系統,UNIX操作系統
UNIX application,UNIX應用程式,
UNIX C shell,UNIX的C語言系統,
UNIX file access,UNIX檔案存取,
UNIX filing system,UNIX檔案系統,
UNIX network,UNIX網路,
UNIX Shell,UNIX指令外殼,UNIX命令解釋程序
UNIX software,UNIX軟體,
UNIX system command,UNIX系統命令,
UNIX System Laboratories,UNIX系統實驗室,
UNIX system V core package,UNIX系統V核心套裝軟體,
UNIX time-sharing system,UNIX分時系統,
UNIX-like file name,類UNIX檔案名（字）,
unjustified,未調整的；未對齊的,
unjustified tape,未調整的磁帶,
unjustified text,未對齊文稿；未調整的本文；未對齊的本文,
unknown character,未知字元,
unknown parameter,未知參數,
unknown periodic component,未知週期分量,
unknown quantity,未知量,
unknown state,未知狀態,
unknown station,未知站,
unlabeled,無標號的,
unlabeled common block,無標號公用塊,
unlabeled compound statement,無標號複合敘述,
unlabeled input file,無標號輸入檔案,
unlabeled magnetic tape,無標號磁帶,
unlabeled multireel file,無標號多卷檔案,
unlabeled statement,無標號敘述,
unlike dislocation,異號位錯,
unlikely event,不可能事件,
unlimited,無限的；無窮的,
unlink,無鏈接,
unlink system call,無鏈接系統呼叫,
unlisted word,未登錄字,未登錄詞
unload,卸載；取下；卸除；轉儲；（信息）轉存；卸帶,
unload button,（卸載）鈕,
unload data set,卸載資料集,
unload database,卸載資料庫,
unload pointer,卸載指標,
unload time chain,卸載時間鍊接；卸載時間鏈接,
unload zone,卸載區,卸載區
unloaded,無載的；空載的,
unloaded version,卸載版本,
unloading,轉存；卸載；去載；卸下；轉儲,
unloading foreground job,卸載前台工件,
unloading system job,卸載系統工件,
unloading tape,卸載磁帶,
unlock,開鎖；解除鎖定；解鎖；開啟,解鎖
unlock statement,解鎖敘述；開鎖敘述,
unlocked resource,解鎖資源；未鎖資源,
unlocking escape,非鎖型（字符）轉義,
unmagnetized region,未磁化區,
unmanned aerospace surveillance,無人式太空監視,
unmanned factory,無人式工廠,
unmanned multifunction satellite,無人式多功能衛星,
unmanned sensing satellite system,無人式感測衛星系統,
unmapped address space,未映射位址空間,
unmapped conversation,未映射的對話,
unmapped memory,未映射記憶體,
unmapped physical storage,未映射實體儲存器,
unmapped system,未映射系統,
unmarked area,無標示區域,
unmarked list node,無標示列表節點,
unmarked nonterminal,無標示非終結,
unmarked stack frame,無標示堆疊框,
unmask,無遮罩,
unmask state,無遮罩狀態,
unmasking,無屏蔽（處理）；中斷屏蔽（處理）,
unmatch,未匹配；失配；不配對,
unmatched record,失配記錄,
unmodified instruction,未作修改指令,
unmodulated,未調制的,
unmovable data set,不可移資料集,
unnamed block data subprogram,無名塊資料次程式,
unnaming,撤消命名,
unnested version,非巢套式版本,
unnormalized floating add,未正規化浮點加（法）,
unnormalized floating divide,未正規化浮點除（法）,
unnormalized floating multiply,未正規化浮點乘（法）,
unnormalized floating subtract,未正規化浮點減（法）,
unnormalized number,未正規化數；非標準數,
unnormalized relation,未正規化關係,
unnumbered acknowledge,未編號認可,
unnumbered acknowledgement,未編號承認,
unnumbered frame,未編號框,
unnumbered information frame,未編號資訊框,
unnumbered information,未編號資訊,
unnumbered response,未編號回應,
unoccupied time,非占用時間,
unoptimizable,非最佳的,
unordered,無序的,
unordered file,無序檔案,
unordered list,無序列表,無序[列]表
unordered queue,無序隊列,
unordered table,無序表,
unpack,解聚；拆包；還原；拆開；卸；分開；擴張；鬆展；析（取）,解縮
unpack procedure,拆開程序,
unpacked,拆開；未縮緊,
unpacked array,未縮緊陣列,
unpacked decimal,未縮緊十進制；拆開的十進數,
unpacked decimal notation,未縮緊十進數,
unpacked format,未縮緊格式,
unpacked rounded floating point package,未縮緊帶捨入的浮點套裝軟體,
unpacked structured type,未縮緊結構類型,
unpacking instructions,未縮緊指令,
unpage segment,不分頁（程式）段,
unpaired rank test,非成對秩測試,
unperforated tape,未打孔紙帶,
unplanned component issue,非計劃組件發料,
unplanned issue,非計劃發料,
unpredicatable result,不可預測的結果,
unpredictable event,未預期事件,
unprinted dot,（針式列印機的）非列印點,
unprocessed,未處理,
unprotect,未保護,
unprotect field,無保護欄位,
unprotected dynamic storage,無保護動態儲存,
unprotected field,無保護欄,
unprotected link,無保護鏈路,
unprotected storage,無保護儲存,
unqualified call,不合格呼叫,
unqualified segment search argument,不合格段搜尋引數,
unreachable code,不可及碼,
unreachable destination,不可及目的地,不可達目的地
unreachable node,不可及節點,
unreachable nonterminal,不可及非終結,
unreadable signal,不可分辨的信號,
unrecognizable character,不可識別字元,
unrecoverable ABEND,不可恢復異常終止,
unrecoverable error,不可恢復錯誤；不可校正錯誤,
unrecoverable parity error,不可恢復同位誤差,
unreduced matrix,不可簡化矩陣,
unreducible expression,不可簡化表式,
unreferenced field,未引用字欄位,
unregister,未登記；未註冊；未掛號,
unregulated,不調整的,
unreliable,不可靠的；不確實的,
unreliable process,不可靠過程,不可靠進程
unrepeatable read,不可重複讀,
unresolved reference report,非分辨的引用報告,
unresolved sequential prime implicant form,非分辨循序主蘊含項形式,
unresolved SPIF,未解決SPIF,
unrestricted digital information,未設限之數位資訊,
unrestricted grammar,非限制文法,非限制文法
unrestricted random sampling,未設限隨機抽樣,
unrestricted variable,未設限變數,
unrooted tree,無根樹,
unrounded,不捨入的,
unsafe region,不安全區域,
unsafe reset,不安全重置,
unsample,非樣本；不抽樣；不取樣,
unsatisfiability,不可滿足性,
unsatisfied external,不滿足外,
unsatisfied forward reference,不滿足向前引用,
unsaturated edge,非飽和邊,
unsaturated logic circuit,非飽和邏輯電路,
unsaturated mode circuit,非飽和模電路,
unsaturated tree,非飽和樹,
unsave,恢復,
unscheduled down-time,末排程停機時間,
unscheduled maintenance,不定期維護,非預定維修
unscheduled maintenance time,不定期維護時間,非預定維修時間
unscheduled open order summary records,不定期開放次序摘要記錄,
unscrambled method,未攪拌法；有序法,
unscrambled order,未攪拌次序,
unscrambling,解攪拌,
unscrew,卸螺釘,
unsegmented external file,未分段外部檔案,
unselected core,未被選磁心,
unsensible,無法感應,
unsent,未送,
unseparated subprogram definitions,不分離的次程式定義,
unserviceable,不能使用的,
unset,未設；復位；置0；消除；復原,
unshaded region,非陰影區；空白區,
unshared structure,非共享結構；非共用結構,
unsharp image,模糊影像；模糊映像,
unshield twisted pair,非屏蔽雙絞線,非屏蔽雙絞線
unshift,未移位,
unshift on space,未移位間隔,
unshuffle,解混洗,
unshuffle interconnection,解混洗互連,
unsigned 16-bit integer,無符號16位元整數,
unsigned integer,無符號整數,
unsigned integer conversion,無符號整數轉換,
unsigned number,無符號數目,
unsigned real,無符號實數,
unsigned type,無符號型式,
unsimplified Chinese character,繁體字,繁體字
unsimplified Hanzi,繁體字,繁體字
unslotted protocol,非分片協定,
unsolder,焊開；燙開,
unsolicited data,非請求資料,
unsolicited key-in,非請求型鍵入,
unsolicited message,非請求訊息,
unsolvability,不可解性,
unsolvable labeling procedure,不可解標號程序,
unsolvable node,不可解節點,
unsolvable state,不可解狀態,
unsorted table,未排序表；未整理表,
unspanned record,非跨段記錄；非跨記錄,
unspanned record organization,非跨段記錄組織,
unspecified bounds,未說明界,
unstability,不穩定性,
unstable equilibrium,不穩定平衡,
unstable state,不穩定狀態,
unstable systems,不穩定系統,
unstack,非堆疊的,
unstarred nonterminal,未加星號；非終結符,
unsteadiness,不穩定性,
unsteady state,不穩狀態,
unstratified language,非層化語言；非成層語言,
unstring,解串,
unstring statement,解串敘述,
unstructured,無結構,
unstructured data item,無結構資料項,
unstructured decision,無結構決策,
unsubscripted variable name,無下標變數名,
unsubstantiated hypothesis,未被證實的假設,
unsuccessful call,不成功呼叫,
unsuccessful execution,不成功之執行,
unsuccessful search,不成功搜索,
unsuitable value,不適合（的）值,
unsupervised classification,無監督分類法,
unsupervised learning,無監督學習,無監督學習
unsupported category,非支援範疇,
unsuppressible literal,不可抑制文字,
unsymmetrical,不對稱的；非對稱的,
unsymmetrical balance,非對稱平衡,
unsymmetry,不對稱；非對稱性,
unterminated line,無端接線；未終接線路,無端接[傳輸]線
unthread,使鬆脫；不通過,
UNTIL clause,UNTIL直到子句,
UNTIL control structure,UNTIL直到控制結構,
UNTIL further notice,等進一步通知；在另有通知前,
UNTIL iteration structure,UNTIL直到型疊代結構,
UNTIL structure,UNTIL直到型結構,
untranslated program segment,未翻譯的程式段,
untranslated storage,未翻譯儲存,
untrue,偽（的）；假（的）,
untyped language,隱式類型語言,
unused bit,未用位元,
unused capacity,未用容量,
unused code,未用碼,
unused combination,未用組合,
unused command,未用命令,
unused command check,未用命令核對,
unused time,未用時間,
unused word,未用字,
unusual end of program,程式異常結束,
unusual event recording system,異常事件記錄系統,
unvisited vertices,未訪（問）頂點,
unwanted signal,干擾信號；不需要的信號,
unwanted string,不用字符串；不需要字符串,
unwatched,不用監視的,
unweighted noise power level,非加權雜訊功率電平,
unwind,解開,
unwind the call stack,呼叫堆疊解開,
up,向上；上；高的,
up and down propagation time,上行下行傳播時間,
up converter,上變頻器；增頻變頻器,
up data link,上行資料鏈接,
up load,上裝,
up symbol,升符號,
up uniprocessing,向上單理機,
UPC,使用參數控制,使用參數控制
updatable microfiche,可更新的縮微膠片,
update,更新；修正,更新
update and edit uniform inquiry,更新及編輯一致詢問,
update anomaly,更新異常,更新異常
update attribute,更新屬性,
update authority,更新權限,
update center,更新中心,
update control,更新控制,
update control list,更新控制列表,
update cursor,更新游標,
update data,更新資料；修改資料,
update file,更新檔案；更新文卷,
update intent,更新意向,
update level,更新等級,
update load,更新負載,
update lock,更新鎖,
update operation,更新操作,
update option,更新任選（項）,
update propagation,更新傳播,更新傳播
update register edit list report,更新明細編輯清冊報表,
update rights,更新權利,
update synchronization,更新同步化,
update transaction,更新異動,
update transactions,更新異動,更新事務處理
update usage mode,更新使用模,
update use mode,更新使用模,
update window,更新視窗,
updated,更新的,
updated collision count,更新碰撞計數,
updated file,更新檔,
updated parameter,更新參數,
updated-record mark,更新記錄標誌,
update-only recovery,只更新恢復,
updater,更新器,
updating,更新,
updating algorithm,更新演算法,
updating and file maintenance,更新及檔案維護,
updating formula,更新公式,
updating program,更新程式,
updating routing table,更新選路表,
up-down binary counter,二進制可逆計數器,
up-down counter,可逆計數器；雙向計數器,
up-down traverse of the arm,手臂升降,
up-down turning of the arm,手臂俯仰,
upgrade,升級；提高質量,
upgrade set,升級集,
upkeep,維持；維護,
up-level,高位準,
up-level addressing,外層定址,
upline dump,上線傾印,
upline dumping,上線傾印,
upline facility,上線設施,
uplink,上行鏈路；衛星鏈路,上行鏈路
upload,上傳,上載
upper acceptance value,上限接受值,
upper accumulator,高位累加器,
upper and lower case,大寫與小寫體,
upper band,上（能）帶,
upper bound,上界；上限,
upper bound of information translation amount,資訊翻譯量上限,
upper bound symbol,上界符號,
upper broadcast state,上播狀態,上播狀態
upper byte,高位元組,
upper case,大寫體；大寫字母,
upper control,上（限）控制,
upper control limit,控制上限,
upper curtate,上卡孔區；高部；頂部；（卡片孔橫向劃分的）上區段,
upper cut off frequency,上截止頻率,
upper dead center,上死點；死區上限；上靜點,
upper dimension bound,上維界,
upper layer,上層,
upper layer protocol,上層協定,
upper left corner cut card,左上切角卡,
upper level processor management,上層處理器管理,
upper level switching center,上位準交換中心,
upper limit rule,上限規則,
upper limit,上限,
upper memory area,上層記憶體區,高端存儲區
upper memory block,上層記憶體區塊,高端存儲塊
upper print line,列印上線；列印上行,
upper shift,上移位,
upper state,上態,
upper track,上磁軌,
upper triangular matrix,上三角矩陣,
upper way computer,超大規模計算機,
upper window edge,上視窗邊緣,
upper window open state,上視窗開狀態,
upper-CASE tool,上層電腦輔助軟體工程工具,
upper-lift corner,左上角,
up-posting,上位詞自動登錄,
UPS,不中斷電力供應,不間斷電源
upset,擾動；翻轉；倒轉,
up-shift,上移；上檔字轉移,
upside-down,倒置,
up-side-down mounting,（積體電路組裝的）倒裝（法）,
up-station,上端局,
upstop,上檔塊；上止機構,
upstream,上游,上行數據流
upstroke,上提；上行程；上行運動,
uptime,可用時間；工作時間；正常運行時間；正常工作時間,
up-to symbol,直到符號,
up-to-date,現在的；檔案內容更新,
upward compatibility,向上相容性,向上兼容
upward compatible,向上相容,
upward multiplexing,向上多工,
upward reference,向上引用,
upward transition,向上變遷,正躍變
upware logic-transition,正邏輯變遷,正邏輯轉換
upwind difference formula,上風差分公式,
urban and regional information systems association,城市和地區資訊系統協會,
urban management information system,市區管理資訊系統,
urban traffic control system,市區交通控制系統,
urgency communication,緊急通訊,
urgent interrupt,緊急中斷,
urgent transfer,緊急傳送,加急傳送
URL,統一資源定位器,"統一資源定位地址, *URL地址"
us,微秒,
US federation of information users,美國資訊用戶聯合會,
usability,可用性,"可用性, *易用性"
usability test,可用性測試,
usable area,可用（區）域,
usable direction,可用方向,
usable logic block,可用邏輯塊,
usable time,可用時間,
usage,使用,
usage alert,使用警示,
usage clause,使用子句,
usage cost,使用成本,
usage lock,使用鎖,
usage mode,使用模,
usage parameter control,使用參數控制,使用參數控制
usage sensitive pricing,（電話）計時收費,
USASI basic FORTRAN,美國標準基本FORTRAN語言,
USASI FORTRAN,美國標準FORTRAN語言,
USB,通用串列匯流排,通用串行總線
use,使用；使用法；用途,
use attribute,使用屬性,
use clause,使用子句,
use count,使用計數,
use definition chaining equation,使用定義鍊接方程式,
use error exception,使用錯誤異常,
use of ENTRY attribute,ENTRY屬性用法,
use statement,使用敘述,
use to user signal,用戶間信號,
u-sec,微秒,
used area,已用區,
used bit,使用位元,
used entries,使用登錄,
useful life,有效壽命,
useful life span,有效壽命,
useless symbol,無用符號,無用符[號]
user,用戶；使用者,用戶
user acceptance,使用者接受,
user account,使用者帳戶,"用戶賬號, *用戶登錄號"
user accounting table,用戶會計表,
user action frame,用戶動作框,
user action routine,使用者作用常式；特定作用附程式,
user agent,使用者代理,用戶代理
user aided system,用戶輔助系統,
user analysis,使用者分析,
user area,用戶區,用戶區
user area profile,用戶區設定檔,
user assigned name,用戶指定名稱,
user attribute,用戶屬性,
user attribute data set,用戶屬性資料集,
user authorization file,使用者授權檔案,用戶特許文件
user batch job,使用者整批工件,
user benefit analysis,用戶利益分析,
user block handling routine,用戶塊處置常式,
user buffer,使用者緩衝區；用戶緩衝器；用戶緩衝區；用戶緩衝空間,
user calling pattern,用戶呼叫型樣,
user catalog,用戶目錄,
user class identifier,使用者類別識別符,
user class job,用戶級工件,
user class of service,用戶服務級別；用戶服務分類,
user class restructure,用戶類別重構,
user class service,用戶級服務；用戶類服務,
user cluster language,用戶群集語言,
user coded instruction,用戶編碼指令,
user cognition,使用者認知,
user completion code,用戶完成碼,
user contract administrator,用戶合約管理員,用戶合同管理員
user control block table,用戶控制塊表,
user control store,用戶控制儲存（器）,
user controlled searching,用戶控制搜尋,
user coordinate,用戶坐標,用戶坐標
user coordinate system,用戶座標系,用戶坐標系
user correlator,用戶相關器,
user CPU time,用戶中央處理器時間,"用戶中央處理器時間, *用戶CPU時間"
user created library,用戶建立（的）程式館,
user data record,使用者資料記錄,
user data set,用戶資料集,
user datagram protocol,用戶數據報協定,用戶數據報協議
user default device,使用者內定裝置,
user defined attribute,使用者自定屬性,
user defined character-formation program,使用者造字程式,
user defined data type,使用者定義資料型態,用戶[自]定義數據類型
user defined dyadic operator,使用者自定二元運算子,
user defined edit code,使用者自定編輯碼,
user defined function,使用者定義功能,
user defined job control language,用戶定義工件控制語言,
user defined key,使用者定義鍵；使用者自定鍵,
user defined keyword,使用者定義關鍵字,
user defined menu,使用者自定選項單,
user defined message,使用者定義訊息,用戶定義消息
user defined name,使用者自定名稱,
user defined operator,使用者自定運算子,
user defined process,使用者自定處理,
user defined subsystem,使用者自定子系統,
user defined two-byte code conversion table,使用者自定二位元組碼轉換表,
user defined type,使用者自定類型,
user defined word,使用者自定字,
user defined word-formation program,使用者造詞程式,
user definition area,使用者定義區域,
user definition file,使用者定義檔案,
user definition utility,使用者定義公用程式,
user design command,用戶設計命令,
user designation code,用戶指定碼,
user dictionary,用戶字典,
user directory,用戶（檔）目錄,
user disk,用戶磁碟；使用者磁碟,
user documentation,用戶文件檔,用戶文檔
user driven operation,用戶驅動作業,
user driven system,使用者驅動系統,
user encryption,用戶加密,用戶加密
user end-of-data exit,用戶資料結束出口,
user entry time,用戶登錄時間,用戶進入時間
user environment,用戶環境,
user environment test package,使用者環境測試套裝軟體,
user equipment,用戶設備,
user exit,用戶出口,
user exit routine,使用者出口常式,
user facility,用戶設施,
user file directory,使用者檔案目錄,用戶文件目錄
user font,使用者字型,
user font utility,使用者字型公用程式,
user friendliness,使用者親和性,
user friendly,使用者親和性；用戶滿意介面,用戶友好的
user friendly interface,用戶親和介面,
user friendly system,用戶親和系統,
user graphic file,用戶圖形檔案,
user group,用戶群；用戶組,
user group table,用戶組表,
user guides,使用者指南,
user header label,用戶標頭標籤,
user hold status,用戶暫停狀態,
user I/O device,用戶輸入輸出裝置,
user I/O mode,使用者輸入輸出模式,
user ID,使用者識別碼,
user identification,使用者識別；用戶識別,
user identification and verification,用戶識別及驗證,
user identification code,使用者識別碼,用戶標識碼
user identifier,使用者識別符,
user identity,使用者識別,用戶標識
user information throughput,使用者資訊通量,
user input area,用戶輸入區,
user interaction,使用者交互作用,
user interaction analysis,用戶交談分析（程式）,
user interest,用戶興趣,用戶興趣
user interface,使用者介面；用戶介面,用戶界面
user interface architecture,使用者介面架構,
user interface management system,使用者介面管理系統,用戶界面管理系統
user interface tailoring,使用者介面裁剪,
user interrupt,用戶中斷,
user interrupt service routine,用戶中斷服務常式,
user job,用戶工件,用戶作業
user journal,用戶日誌,用戶日志
user key,用戶關鍵字,用戶密鑰
user label,使用者標號,
user label exit routine,使用者標號出口常式,
user language 1,用戶語言/1,
user language,使用者語言,
user layer,使用者層,
user level protocol,用戶等級協定,
user library,使用者程式館,
user line,用戶線路,
user log-in,使用者登入,用戶注冊
user logoff,使用者登出,
user log-off,使用者登出,用戶注銷
user logon,使用者登入,
user log-on,使用者登入,用戶注冊
user loop,用戶迴路,
user main storage map,用戶主儲存映像,
user manual,使用者手冊,
user map,使用者映像,
user mapping mode,使用者對映模式,
user master catalog,使用者主目錄,
user memory,使用者記憶體,用戶內存
user message table,使用者訊息表,
user microprogrammability,使用者可微程式性,
user microprogrammable system,使用者可作微程式系統,
user microprogrammer processor,使用者微程式器處理機,
user microprogramming,使用者微程式設計,
user mode,使用者模式；用戶模式,
user model,使用者模型,
user modeling techniques,使用者模型化技術,
user models and question answering,使用者模型及問題應答,
user module,用戶模組,
user name,使用者名稱；用戶名,
user network control machine,用戶網路控制機,
user node interface,用戶節點介面,
user number,使用者編號；用戶代號,
user of automatic information display equipment,自動資訊顯示設備用戶,
user operated language,用戶操作語言,
user operated table,用戶操作表,
user option,用戶任選項,用戶選項
user oriented,使用者導向,
user oriented data display language,使用者導向資料顯示語言,
user oriented database management system,使用者導向資料庫管理系統,
user oriented job control language,使用者導向工件控制語言,
user oriented time-sharing languages,用戶導向的分時語言,
user overlay,用戶重疊,
user own code interface,用戶自代碼介面,
user own coding,使用者自編碼,
user partition,用戶分區,用戶分區
user password,使用者通行碼；用戶口令,
user performance,用戶績效,
user port,用戶埠,
user preference,用戶偏愛性；用戶優先權,
user prepared transaction processing program,用戶準備的異動處理程式,
user privileges,使用者特權；用戶特權,
user process,使用者處理,
user process interface,用戶過程介面,
user process table,用戶過程表,
user profile,用戶設定檔；用者概況；用戶簡要,用戶簡介
user profile table,用戶簡要特性表；用戶概述表,
user program,使用者程式；用戶程式,
user program area,用戶程式區,
user program library,使用者程式程式館,
user program size,用戶程式大小,
user program status display,用戶程式狀態顯示,
user program structure,用戶程式結構,
user program verification facility,用戶程式驗證設施,
user programming language,用戶程式設計語言,
user prompts,用戶提示,
user queue,使用者佇列,
user queue control block,用戶佇列控制塊,
user queue table,用戶佇列表,
user readiness,用戶備妥狀態,
user request system service,用戶請求系統服務,
user requirements,用戶需求,用戶需求
user requirements analysis,用戶需求分析,
user requirements database,用戶需求資料庫,
user requirements language,用戶需求語言,
user routine bound unit,用戶常式界限單元,
user routine root,用戶常式根,
user routine table,用戶常式表,
user security verification routine,用戶安全驗證常式,
user selectable configuration,用戶可選組態,
user selected character,使用者選擇字元,
user sequence,使用者順序,
user service,用戶服務,
user service class,用戶服務類別,
user service routine buffer area,用戶服務常式緩衝區,
user set,用戶集,
user side,用戶方,
user slave job,用戶從屬工件,
user space,用戶空間,
user specification file,用戶說明檔案,
user specified mnemonic name,用戶指定的助憶名,
user stack,用戶堆疊,用戶棧
user stack pointer,用戶堆疊指標,用戶棧指針
user state,用戶狀態,
user state table,用戶狀態表,用戶狀態表
user status monitoring,用戶狀態監視,
user submitted batch job,用戶提交的成批工件,
user supplied directive,用戶提供的指引,
