en,zh-hant,zh-hans
loose consistency,鬆弛一致性,松散一致性
loose constraint,鬆約束,
loose coupling,鬆弛耦合,
loose interconnection,鬆弛互連,
loose list,鬆串列,
loose time constraint,鬆弛時間約束,松散時間約束
loosely coupled,鬆耦合,
loosely coupled interprocessor,鬆耦合連結處理機,
loosely coupled multiprocessing,鬆耦合多處理,
loosely coupled multiprocessor,鬆耦合多處理機,
loosely coupled network,鬆耦合網路,
loosely coupled system,鬆耦合系統,松[散]耦合系統
loosely related,鬆相關,
loosest nontrivial grammar,最鬆非顯然文法,
loss,損耗,損失
loss angle,損耗角,
loss call,損失呼叫,
loss compression,有損壓縮,有損壓縮
loss factor,損耗因子；損耗因數,
loss function,損耗函數,
loss maintenance component,損耗維護成分,
loss of accuracy,精確度損失,
loss of contact,失去接觸,
loss of existing service,現存服務損失,
loss of frame alignment,框失位,
loss of information,資訊損失,
loss of signal,信號損失,
loss of signification,有效數損失,
loss of synchronism,失去同步,
loss-free line,無損耗線,
lossless,無損,
lossless channel,無損通道,
lossless compression,無損壓縮,無損壓縮
lossless image compression,無損影像壓縮,無失真圖像壓縮
lossless join,無損結合,無損聯結
lossless joint,無損結合,
lossless line,無損耗線,
lossless network,無損網路,
lossy,有損,
lossy compression,有損壓縮,
lossy image compression,有損影像壓縮,有失真圖像壓縮
lossy line,有損耗線,
lost call,失落呼叫,
lost count,失落計數,
lost sale,失落銷售,
lost time,損失時間,
lot,批,
lot number,批號,
lot tolerance fraction reliability deviation,批內可靠性偏差容許比率,
lot tolerance percent defective,批內缺陷容許百分比,
Lotus 1-2-3,Lotus 1-2-3試算表軟體,
loudness level,響度位準,
louver board,開孔散熱板,
low,低,
low access time,低存取時間,
low accuracy data,低精確度數據,
low accuracy radar data transmission system,低精確度雷達資料傳輸系統,
low accuracy,低精確度,
low active extended working register,低現用延伸工作暫存器,
low active program counter carry,低活動率程式計數器進位,
low activity data processing,低活動率資料處理,
low address protection,低位址保護,
low address setup time,低位址設置時間,
low altitude laser measurement system,低空雷射測量系統,
low altitude target satellite,低空目標衛星,
low and medium frequency,低頻與中頻,
low byte,低位元組,
low byte enable,低位元組賦能,
low capacity,低容量,
low complement of address,位址低位補數,
low contrast edge,低對比邊緣,
low cost automation,低成本自動化,低成本自動化
low cost code,低成本碼,
low cost computer attachment,低成本計算機附件,
low cost development system,低成本開發系統,
low cost module,低成本模組,
low cost solid logic technology,低成本固體邏輯技術,
low current,低電流,
low data rate,低數據率,
low data register,低資料暫存器,
low density center,低密度中心,
low density data system,低密度資料系統,
low density data,低密度資料；低密度數據,
low density mode,低密度記錄模式,
low density,低密度,
low disparity code,低差別碼,
low earth orbit,低地面軌道,
low frequency amplifier,低頻放大器,
low frequency analysis recording,低頻分析記錄,
low frequency beacon,低頻信標,
low frequency choke,低頻抗流,
low frequency correction,低頻校正,
low frequency current,低頻電流,
low frequency filter,低頻濾波器,
low frequency iron core inductance,低頻鐵心電感,
low frequency modulation,低頻調變,
low frequency oscillator,低頻振盪器,
low frequency,低頻,
low function terminal,低功能終端,
low impedance transmission,低阻抗傳輸,
low input voltage conversion and regulation,低輸入電壓轉換與調整,
low input voltage converter,低輸入電壓轉換器,
low key maintenance,低鍵維護,
low level code,低階碼,
low level code/continuity check,低階編碼連續性檢查,
low level control,低階控制,
low level current mode logic,低位準電流模式邏輯,
low level driver,低階驅動器,
low level exclusive,低階互斥,低級互斥
low level file store,低階檔案儲存,
low level firmware,低階韌體,
low level format,低階格式,
low level formatting,低階格式化,低級格式化
low level image processing,低階影像處理,
low level interface,低階介面,
low level language,低階語言；計算機導向語言,低級語言
low level language programming,低階語言程式設計,
low level linked list language,低階鏈接列表語言,
low level logical,低階邏輯,
low level modulation,低階調變,
low level multiplexer,低階多工器,
low level output voltage,低位準輸出電壓,
low level packet,低階封包,
low level programming facility,低階程式設計設施,
low level protocol,低階協定,
low level scheduling,低階排程,
low level software,低階軟體,
low level syntax,低階語法,
low level teletypewriter terminal,低階電傳打字機終端,
low level terminal,低階終端,
low level,低階,
low light level television,低光階電視,
low limit,低限,
low memory,低位記憶體,
low noise amplifier,低雜訊放大器,
low noise cable,低雜訊電纜,
low noise high-out tape,低雜訊高輸出帶,
low noise receiver,低雜訊接收機,
low noise test,低雜訊測試,
low norm,低範數,
low order add circuit,低次加法電路,
low order bit,低階位元,
low order byte,低階位元組,
low order character,低次字元,
low order digit,低階數位,
low order end,低階端,
low order memory area,低次記憶區,
low order merge,低次合併,
low order position,低次位置,
low order,低階,
low overhead timesharing system,低負擔分時系統,
low paper indicator,紙張不足指示器,
low pass filter,低通濾波器,低通濾波器
low performance communication equipment,低效通信設備,
low performance equipment,低效設備；低效能設備,
low pin-count memory device,低接腳計數記憶裝置,
low power communication device,低功率通信裝置,
low power data retention,低功率數據保持,
low power dissipation,低功率消耗,
low power logic,低功率邏輯,
low power shift register,低功率移位暫存器,
low power single chip microcomputer,低功率單晶片微處理機,
low power test,低功率測試,
low power transistor-transistor logic,低功率晶體對晶體邏輯,
low power,低功率,
low precedence,低居先權,
low priority,低優先權,
low priority ready,低優先就緒,
low priority ready queue,低優先就緒佇列,
low priority traffic,低優先流量,
low punch,低位打孔,
low resistance Ohmmeter,低阻歐姆表,
low resistor,低值電阻器,
low resolution,低解析度,
low resolution self-scan pattern recognition,低解析度自我掃瞄圖型識別,
low right,右下,
low side,低邊,
low speed adapter,低速配接器,
low speed card punch,低速打卡機,
low speed computer,低速計算機,
low speed concentrator,低速集線器,
low speed data channel,低速資料通道,
low speed digital system,低速數位系統,
low speed encoder,低速編碼器,
low speed input adapter,低速輸入配接器,
low speed input/output processor,低速輸入輸出處理機,
low speed interface control,低速介面控制,
low speed line adapter,低速線路配接器,
low speed logic,低速邏輯,
low speed magnetic tape controller,低速磁帶控制器,
low speed magnetic tape unit,低速磁帶單位,
low speed memory,低速記憶體,
low speed modem,低速數據機,
low speed MORSE,低速摩斯電話,
low speed multiline controller,低速多線路控制器,
low speed multiplexer arrangement,低速多工器安排,
low speed output adapter,低速輸出配接器,
low speed paper tape punch,低速紙帶打孔,
low speed paper tape reader,低速紙帶閱讀機,
low speed printer,低速列印機；低速指標,
low speed register,低速暫存器,
low speed storage,低速儲存；低速儲存器,
low speed switching,低速交換,
low speed tape,低速帶,
low speed terminal,低速終端,
low speed transmission,低速傳輸,
low speed,低速,
low tape,低帶,
low temperature device,低溫裝置,
low threshold of occupancy,佔有率的低定限,
low to high,低至高,
low toner indicator,低色劑指示器,
low traffic condition,低速傳輸情況,
low voltage bias,低偏壓,
low voltage capacitor,低電壓電容器,
low voltage fast,低電壓快速,
low voltage neon,低電壓氖管,
low voltage positive ECL,低電壓正射極耦合邏輯,低電壓正電源射極耦合邏輯
low voltage power supply,低壓電源,
low voltage protection,低電壓保護,
low voltage release,低電壓釋放,
low voltage state,低壓態,
low voltage transistor-transistor logic,低壓電晶體對電晶體邏輯,
low voltage TTL,低電壓電晶體－電晶體邏輯,低電壓晶體管晶體管邏輯
low voltage,低電壓,
low-bit-rate encoding,低位元率編碼,
Lowenheim-Skolem theorem,Lowenheim-Skolem 定理,勒文海姆-斯科倫定理
lower,下；低,
lower acceptance value,下限接受值,
lower band,下帶,
lower bound algorithm,下界限演算法,
lower bound expression,下界限表式,
lower bound of a subrange type,子界類型下限,
lower bound on the complexity,複雜性下界,
lower bound symbol,下界符號,
lower bound theorem,下界定理,
lower bound,下界限,
lower broadcast state,下播狀態,下播狀態
lower byte,低位元組,
lower case alphabet,小寫體字母,
lower case ASCII terminal,小寫美國資訊交換標準碼終端機,
lower case character,小寫字元,
lower case program,小寫程式,
lower case text,小寫本文,
lower CASE tool,低層電腦輔助軟體工程工具,
lower case,小寫,
lower control,下限控制,
lower curtate,下卡孔區,
lower echelon automation switchboard,低級梯陣自動配電板,
lower edge,下邊,
lower effective power,較低有效功率,
lower half,下半部,
lower height tree,下層樹,
lower instruction parcel,下階指令部,較低指令字部
lower left,左下,
lower level node,下階節點,
lower level processor management,下層處理器管理,
lower limit function,下限函數,
lower limit register,下限暫存器,
lower limit,下限,
lower loop,下端迴路,
lower node,下層節點,
lower numbered variable,下編號變數,
lower priority job,下優先工件,
lower shift,下位鍵,
lower sideband,下邊帶,
lower state,下態,
lower state symbol,下態符號,
lower tester,下測試器,
lower track,下軌,
lower word,下字,
lowering the typing line,下移打字列,
lowest common factor,最小公因子,
lowest common module,最小共用模組,
lowest critical value,最低臨界值,
lowest effective power,最低有效功率,
lowest level node,最低階節點,
lowest level protocol,最低階協定,
lowest maximum range,最低最大距離,
lowest order,最低次,
lowest order digit,最低次數位,
lowest term,最小項,
lowest total overall cost,最低總成本,
lowest usable frequency,最低可用頻率,
lowest useful frequency,最低有用頻率,
lowest useful high frequency,最低有用高頻,
low-gain cryotron,低增益冷子管,
low-pass,低通,
low-res,低解析度,
low-state characteristic,低狀態特性,低電平狀態特性
low-voltage differential signal,低電壓差動信號,低電壓差動信號
LR grammar,左至右文法,
LR(0) grammar,LR(0)文法,LR(0)文法
LR(k) grammar,LR(k)文法,LR(k)文法
LRA,本地註冊管理局,地方注冊機構
LRN recursive scan,LRN遞迴掃瞄,
LR-style parser,左至右型剖析器,
LRU,最近最少使用,最近最少使用
LRU replacement policy,最近最少使用的替換政策,
LSI board tester,大型積體電路板測試器,
LSI chip,大型積體電路晶片,
LSI chip design,大型積體電路晶片設計,
LSI circuit,大型積體電路,
LSI circuitry,大型積體電路,
LSI components modularity,大型積體電路組件模組性,
LSI logic function testing,大型積體電路邏輯功能測試,
LSI memory,大型積體電路記憶體,
LSI microprocessor,大型積體電路微處理機,
LSI technologies,大型積體電路技術,
LSI testing,大型積體電路測試,
LSI testing system,大型積體電路測試系統,
LSI-CML circuit technology,大型積體電路型邏輯電路技術,
L-string,L字串,
L-system,L系統,
LU connection test,邏輯單元連接測試,
LU factorization,LU分解法；下上距陣分解法,
LU services manager,邏輯單元服務管理程式,
LU type,邏輯單元類型,
lubricated magnetic disk,潤滑磁碟,
Lucifer,Lucifer密碼,
LU-LU session,邏輯單元對邏輯單元對話,
LU-LU session initiation,邏輯單元對邏輯單元對話啟動,
LU-LU session termination,邏輯單元對邏輯單元對話終止,
LU-LU session type,邏輯單元對邏輯單元對話型式,
lumen,流明,
luminance,亮度,
luminance image restoration,亮度影像復原,
luminance signal,亮度信號,
luminesce,發光,
luminescence,亮度,
luminescent digital indicator,發光數位指示器,
luminosity,亮度,
luminous flux,光通量,
luminous intensity,光強度,
lumped,集總,
lumped capacitance,集總電容,集中電容
lumped circuit,集總電路,
lumped load,集總負載,集中負載
lumped loading,集總加載,
lumped mathematical model,集總數學模型,
lumped network,集總網路,
lumped parameter,集總參數,
lumped parameter approximation,集總參數近似,
lumped parameter delay line,集總參數延遲線,
lumped parameter model,集總參數模型,
lumped parameter system,集總參數系統,
lumped process control system,集總過程控制系統,
lumped system,集總系統,
lumpy line,集總線,
lumpy structure,集總結構,
lunar communication relay unit,月球通信電驛單元,
lunar module guidance computer,月球模組導引計算機,
LV,雷射影碟,激光影碟
LVDS,低電壓差動信號,低電壓差動信號
LVPECL,低電壓正射極耦合邏輯,低電壓正電源射極耦合邏輯
LVTTL,低電壓電晶體－電晶體邏輯,低電壓晶體管晶體管邏輯
LWFG,局部等待圖,局部等待圖
Lyapunov theorem,Lyapunov 定理,李雅普諾夫定理
原文,臺灣用語,大陸用語
M Series,M序列,
M series network architecture,M系列網路架構,
MAC,媒體存取控制,媒體訪問控制
MAC,訊息鑑別碼；報文鑒定碼,報文鑒別碼
MAC protocol,媒體存取控制協定,"媒體訪問控制協議, *MAC協議"
MacDonald code,麥唐納碼,
Mach band,馬赫帶,馬赫帶
Mach band effect,馬赫帶效應,馬赫帶效應
machinable,機器可用,
machinable medium,機器可用的儲存媒體,
machinable service,機器可用服務,
machine,機；機器,
machine address,機器位址,
machine address instruction,機器位址指令,
machine address pointer,機器位址指標,
machine addressing,機器定址,
machine aided cognition,機器輔助識別；機器輔助認知,
machine aided composing and editing,機器輔助排版與編輯,
machine aided design,機器輔助設計,
machine aided drafting system,機器輔助製圖系統,
machine aided editing,機器輔助編輯,
machine aided graphics for illustration and composition,圖例和構圖用計算機輔助製圖,
machine aided heuristic,機器輔助試探,
machine aided human translation,機器輔助人工翻譯,
machine aided index,機器輔助索引,
machine aided information and dissemination system,機器輔助資訊與配送系統,
machine aided manufacturing information,機器輔助製造資訊,
machine aided retrieval,機器輔助檢索,
machine aided technical processing system,機器輔助技術處理系統,
machine aided translation editing,機器輔助翻譯編輯,
machine aided translation,機器輔助翻譯,
machine alarm,機器警報,
machine analysis display,機器分析顯示,
machine analysis table,機器分析表,
machine analyzer package,機器分析程式套裝軟體,
machine applications to technical information center operations,機器在技術資訊中心作業的應用資訊,
machine architecture,機器架構,
machine arithmetic,機器運算,
machine assisted cognition,機器輔助認知,
machine assisted detection and classification,機器輔助檢測與分類,
machine automatic algorithm decoder,機器自動算法解碼器,
machine available time,機器可用時間,
machine binary language,機器二進制語言,
machine charge,機器負荷,
machine check,機器檢查,
machine check analysis and recording,機器檢查分析和記錄,
machine check and program check,機器檢查與程式檢查,
machine check code,機器檢查碼,
machine check exception,機器檢查異常,
machine check extended logout,機器檢查延伸註銷,
machine check frame,機器檢查框,
machine check function,機器檢查功能,
machine check handler,機器檢查處置器,
machine check indicator,機器檢查指示器,
machine check instruction,機器檢查指令,
machine check interrupt,機器檢查中斷,機器檢查中斷
machine check interruption code,機器檢查中斷碼,
machine check interruption,機器檢查中斷,
machine check masking,機器檢查遮罩,
machine check mode,機器檢查模式,
machine check record,機器檢查記錄,
machine check recording and recovery,機器檢查記錄與恢復,
machine check summary counter,機器檢查摘要計數器,
machine code,機器碼,機器碼
machine code instruction,機器碼指令,
machine code language,機器碼語言,
machine code level,機器碼階,
machine code programming,機器碼程式設計,
machine coding,機器編碼,
machine cognition,機器認知,
machine configuration,機器組態,
machine configuration record,機器組態記錄,
machine cycle,機器週期,機器周期
machine dependent,機器相關,
machine dependent feature,機器相關特徵,
machine dependent language,機器相關語言,
machine dictionary,機器字典,機器詞典
machine discovery,機器發現,機器發現
machine error,機器誤差,
machine execution priority,機器執行優先權,
machine for automated graphics interface to a computation,自動繪圖與計算機介面用機器,
machine function,機器功能；機械功能,
machine function test,機器功能測試,
machine group,機組,
machine independent,機器無關,
machine independent command language,機器無關命令語言,
machine independent language,機器無關語言,
machine independent microprogramming language,機器無關的微程式設計語言,
machine independent operating system,機器無關作業系統,獨立于機器的操作系統
machine independent solution,機器無關解答,
machine induction,機器感應,
machine instruction,機器指令,機器指令
machine instruction code,機器指令碼,
machine instruction processor,機器指令處理器,
machine instruction statement,機器指令敘述,
machine intelligence,機器智慧,機器智能
machine intelligent quotient,機器智能商,
machine interface,機器介面,
machine interrupt,機器岔斷,
machine language,機器語言,機器語言
machine language code,機器語言碼,
machine language program,機器語言程式,
machine language subroutine,機器語言次常式,
machine learning,機器學習,機器學習
machine level,機器層次,
machine link code,機器鏈接碼,
machine logic,機器邏輯,
machine logic design,機器邏輯設計,
machine malfunction,機器失靈,
machine module,機器模組,
machine notation,機器記法,
machine number,機器號碼,
machine operation,機器操作,
machine operator,機器操作員,
machine oriented description,機器導向描述,
machine oriented higher order language,機器導向較高階語言,
machine oriented language,機器導向語言,
machine oriented programming system,機器導向系統,
machine part,機器零件,
machine program,機器程式,
machine proof,機器證明,
machine rate,機器費率,
machine readable,機器可讀,
machine readable catalog,機器可讀目錄,
machine readable cataloging,機器可讀編目,
machine readable catalogue,機器可讀目錄,
machine readable character,機器可讀字元,
machine readable data,機器可讀資料,
machine readable data files,機器可讀資料檔案,
machine readable dictionary,機器可讀辭典,
machine readable form,機器可讀形式,
machine readable information,機器可讀資訊,
machine readable instruction,機器可讀指令,
machine readable medium,機器可讀媒體,
machine readable statement,機器可讀敘述,
machine readable string,機器可讀字串,
machine readable tapes,機器可讀磁帶,
machine recognizable,機器可辨識,
machine reel,機器捲盤,
machine retrieval system,機器檢索系統,
machine ringing,機器振鈴,
machine room,機房,機房
machine run,機器運行,機器運行
machine script,機器可讀數據,
machine sensible,機器可感測,
machine sensible information,機器可感測資訊,
machine sheet,機器表單,
machine shorthand,機器速記,
machine space point,機器空間點,
machine specification language,機器規格語言,
machine spoiled time,機器損壞時間,
machine spoiled work-time,機器損壞工時,
machine status word,機器狀態字,
machine storage pool,機器儲存池,
machine time,機器時間,
machine tool,機器工具,
machine tool control,機器工具控制,
machine translation,機器翻譯,機器翻譯
machine translation algorithm,機器翻譯算法,
machine translation summit,機器翻譯最高研討會,機譯最高研討會
machine translation system,機器翻譯系統,
machine translation,機器翻譯,
machine unit,機器單元,
machine usable form,機器可用形式,
machine user symbolic environment,機用戶符號環境,
machine utilization reporting system,機器利用率報告系統,
machine utilization statistical information collection,機器利用率統計資訊收集,
machine variable,機器變數,
machine vision,機器視覺,機器視覺
machine vision inspection system,機器視覺檢驗系統,
machine word,機器字；計算機字,機器字
machine word length,機器字長度,
machine-aided human translation,機器輔助人工翻譯,機助人譯
machine-aided translation,機器輔助翻譯,機助翻譯
machine-oriented language,機器導向語言,面向機器語言
machine-spoiled time,機器浪費時間,機器浪費時間
machine-state grammar,機器狀態文法,
machining and display application program,加工顯示應用程式,
machining data bank system,加工資料庫系統,
machining database system,加工資料庫系統,
machining rate,加工率,
Mach-number computer,馬赫數計算機,
Macintosh,麥金塔電腦,
macro,巨集,
macro address bus,巨集位址匯流排,
macro address register,巨集位址暫存器,
macro address table,巨集位址表,
macro architecture,巨集架構,
macro argument,巨集引數,
macro arithmetic processor,巨集算術處理機,
macro assembler facility,巨集組合器設施,
macro assembler line editor,巨集組合器線編輯器,
macro assembler processor,巨集組合器處理機,
macro assembler time-sharing,巨集組合器分時,
macro assembler,巨集組合程式；巨集組合器,
macro assembly instruction,巨集組合指令,
macro assembly language,巨集組合語言,
macro assembly processor,巨集組合處理器,
macro assembly program,巨集組合程式,
macro assignment statement,巨集指定敘述,
macro block,巨集塊,宏塊
macro block characterization program,巨集塊特性化程式,
macro block design,巨集塊設計；程式塊設計,
macro block test generator,巨集塊測試產生器,
macro body,巨集本體,
macro call,巨集呼叫,
macro cell arrays,巨集單元陣列,
macro chip,巨集晶片,
macro code,巨集碼,
macro coding,巨集編碼,
macro command,巨集命令,
macro component,巨集組件,
macro control statement,巨集控制敘述,
macro cross reference,巨集交叉引用,
macro data language,巨集資料語言,
macro data,巨集資料,
macro declaration,巨集宣告,
macro declare statement,巨集宣告敘述,
macro defined system symbol,巨集定義系統符號,
macro definition,巨集定義,
macro definition block,巨集定義段,
macro definition exit,巨集定義出口,
macro definition format,巨集定義格式,
macro definition library,巨集定義程式館,
macro definition table,巨集定義表,
macro directory,巨集目錄,
macro efficiency,巨集效率,
macro element,巨集元件,
macro exerciser,巨集檢查器,
macro expander,巨集擴展器,
macro expansion,巨集擴展,
macro expansion algorithm,巨集擴展算法,
macro expansion slack,巨集擴充鬆弛,
macro expression,巨集表式,
macro facility,巨集設施,
macro feature,巨集特徵,
macro flowchart,巨集流程圖,
macro generating program,巨集產生程式,
macro generation,巨集產生,
macro generator,巨集產生器,
macro GO TO statement,巨集GOTO敘述,
macro IF statement,巨集IF敘述,
macro implementation,巨集實施,
macro instruction,巨集指令,宏指令
macro instruction compiler assembler,巨集指令編譯器組合程式；巨集指令編譯組合程序,
macro instruction design,巨集指令設計,
macro instruction exit,巨集指令出口,
macro instruction level,巨集指令階,
macro instruction limitation,巨集指令限制,
macro instruction link,巨集指令鏈,
macro instruction linkage,巨集指令鏈接,
macro instruction operand,巨集指令運算元,
macro instruction set,巨集指令集,
macro instruction sorts,巨集指令分類,
macro instruction storage,巨集指令儲存器,
macro instruction system,巨集指令系統,
macro language,巨集語言,宏語言
macro language 1,巨集語言1,
macro language instruction,巨集語言指令,
macro library,巨集程式館；巨集程式庫；巨集指令庫,
macro library directive,巨集程式館指引,
macro library editor,巨集程式館編輯器,
macro logic,巨集邏輯,
macro modular computer,巨集模組計算機,
macro module and digital differential analyzer machine,巨集組件與數位微分分析機,
macro name,巨集名稱,
macro nest,巨集巢,
macro node,巨節點,宏結點
macro null statement,巨集空敘述,
macro operation symbolic assembler,巨集作業符號組譯器,
macro operation symbolic assembler and information compiler,巨集作業符號組合與資訊,
macro operator,巨集運算子,
macro oriented business language,巨集導向商用語言,
macro parameter,巨集參數,
macro phase,巨集階段,
macro pipeline,巨集管線,
macro pipelining,巨集排管線,
macro plus,巨集功能加,
macro preprocessor,巨集預處理機,
macro procedure language,巨集程序語言,
macro processing,巨集處理,
macro processing instruction,巨集處理指令,
macro processing system,巨集處理系統,
macro processor,巨集處理器,宏處理程序
macro program,巨集程式,
macro programming,巨集程式設計,
macro prototype,巨集原型,
macro prototype statement,巨集雛型敘述；巨集原型敘述,
macro prototype statement number,巨集原型敘述號碼,
macro pseudo instruction,巨集偽指令,
macro read only memory,巨集唯讀記憶體,
macro recursion,巨集遞迴,
macro routine,巨集常式,
macro scheduler,巨集排程器,
macro scheme,巨集方案,
macro scopic concept,巨觀概念,
macro scopic state,巨觀狀態,
macro set,巨集合,
macro setup,巨集設置,
macro skeleton,巨集骨架,
macro skeleton structure,巨集骨架結構,
macro space read only memory,大空間唯讀記憶體,
macro statement,巨集敘述,
macro statement number,巨集敘述號碼,
macro statistics,巨集統計,
macro structure,巨觀結構,
macro subroutine library,巨集次常式程式館,
macro substitution,巨集替代,
macro successor,巨集後繼（子）,
macro symbol,巨集符號,
macro symbol table,巨集符號表,
macro system,巨集系統,
macro text editor,巨集正文編輯器,
macro time event list,巨集時間事件串列,
macro time function,巨時功能,
macro time variable,巨時變數；巨集時間變數,
macro trace,巨集追蹤,
macro variables,巨集變數,
macro virus,巨集病毒,宏病毒
macroeconometric model,宏觀計量經濟模型,宏觀計量經濟模型
macroeconomic model,宏觀經濟模型,宏觀經濟模型
macrograph,巨集圖,
macrograph design,巨集圖設計,
macropipelining algorithm,巨集管線演算法,宏流水線算法
macros,巨集,宏指令
macrotasking,巨集任務化,宏任務化
macro-theory,巨集理論,宏理論
mag tape,磁帶,(未穿孔)帶
magamp,磁放大器,
magazine,卡槽；雜誌,
magic number,幻數,
magic paper,幻紙,
magic set,魔術集,魔集
magic square,魔術方塊,
magic three code,幻三碼,
magmeter,直讀式頻率計,
Magnadur,鐵鋇永磁合金；馬格那多爾磁性合金,
magne-see,可見磁性顯影液,
magnet driver,電磁鐵驅動器,
magnet drum recorder,磁鼓記錄器,
magnet plate,磁碟片,
magnetic,磁（性）的,
magnetic after effect,磁後效應,
magnetic amplifier output,磁放大器輸出,
magnetic amplifier,磁放大器,
magnetic anisotropy,磁各向導性,
magnetic associative memory,磁相關記憶體,
magnetic axis,磁軸,
magnetic bar,磁棒,
magnetic bar code,磁棒代碼,
magnetic beam-switching tube,磁波束轉換管,
magnetic bias,磁偏移,
magnetic bubble,磁泡,磁泡
magnetic bubble chip simulator,磁泡晶片模擬器,
magnetic bubble detection,磁泡檢測,
magnetic bubble device,磁泡裝置,
magnetic bubble domain device,泡疇裝置；磁泡範疇裝置,
magnetic bubble material,磁泡材料,
magnetic bubble memory,磁泡記憶體,
magnetic bubble storage,磁泡儲存器,
magnetic card,磁卡,磁卡[片]
magnetic card code,磁卡片代碼,
magnetic card device,磁卡裝置,
magnetic card electric typewriter,磁卡電動打字機,
magnetic card file,磁卡檔案,
magnetic card filing cabinet,磁卡歸檔櫃,
magnetic card machine,磁卡機,磁卡[片]機
magnetic card memory,磁卡記憶體,
magnetic card reader,磁卡閱讀機,
magnetic card storage,磁卡片儲存器,磁卡存儲器
magnetic card,磁性卡片；磁卡,磁卡
magnetic carrier,磁（記錄）載體,
magnetic cartridge,磁匣,
magnetic cell,磁格,
magnetic character,磁字元,
magnetic character reader,磁字元閱讀機,
magnetic character recognition,磁字元辨識,
magnetic character sorter,磁字元分類機,
magnetic check,磁性檢查,
magnetic circuit,磁電路,
magnetic clutch,電磁離合器,
magnetic coating,磁塗層,
magnetic code format,磁（性）代碼格式,
magnetic component,磁性組件,
magnetic core,磁心,磁心
magnetic core access switch,磁心存取開關,
magnetic core buffer,磁心緩衝器,
magnetic core circuit,磁心電路,
magnetic core gate,磁心閘,
magnetic core logical circuit,磁心邏輯電路,
magnetic core matrix,磁心矩陣,
magnetic core memory,磁心記憶體,
magnetic core multiplexer,磁心多工器,
magnetic core plane,磁心平面,
magnetic core register,磁心暫存器,
magnetic core stack,磁心堆疊,
magnetic core storage,磁心儲存器；磁心儲存,
magnetic core store,磁心儲存,
magnetic core tester,磁心測試器,
magnetic core,磁心,(磁)心
magnetic coupling,磁耦合,
magnetic damping,磁阻尼,
magnetic decision element,磁判定元件,
magnetic delay-line,磁延遲線；磁延遲線,
magnetic device,磁性裝置,
magnetic device evaluator,磁性裝置評估器,
magnetic dipole,磁偶極,
magnetic dipole moment,磁雙極矩,
magnetic direction indicator,磁場方向指示器,
magnetic disc,磁碟,磁盤
magnetic disc control unit,磁碟控制單元,
magnetic disc drive,磁碟驅動器；磁碟驅動機,
magnetic disc memory,磁碟記憶體,
magnetic disc pack,磁碟組,
magnetic disc pack control unit,磁碟組控制單元,
magnetic disc store,磁碟儲存,(磁)盤存儲器
magnetic disk,磁碟,"磁盤, *盤"
magnetic disk access arm,磁碟存取臂,
magnetic disk actuator,磁碟致動器,
magnetic disk adapter,磁碟配接器,磁盤適配器
magnetic disk controller,磁碟控制器,磁盤控制器
magnetic disk drive,磁碟驅動器,"[磁]盤驅動器, *盤驅"
magnetic disk file,磁碟檔案,
magnetic disk memory,磁碟記憶體,
magnetic disk storage,磁碟儲存器,
magnetic disk storage unit,磁碟儲存單元,
magnetic disk technology,磁碟技術,
magnetic disk unit,磁碟單元,
magnetic disk,磁碟,磁盤
magnetic document reader,磁文件閱讀機,
magnetic document sorter reader,磁文件分類閱讀機,
magnetic domain,磁域；磁疇,
magnetic domain device,磁疇裝置；磁域裝置,
magnetic domain wall,磁域牆,
magnetic doublet,磁偶極,
magnetic drum,磁鼓,磁鼓
magnetic drum access,磁鼓存取,
magnetic drum coating,磁鼓塗層,
magnetic drum control unit,磁鼓控制單元,
magnetic drum controller,磁鼓控制器,
magnetic drum data processing machine,磁鼓資料處理機,
magnetic drum digital differential analyzer,磁鼓數位微分分析機；磁鼓數位微分分析器,
magnetic drum input/output control system,磁鼓輸入輸出控制系統,
magnetic drum macroorder,磁鼓巨集命令,
magnetic drum memory,磁鼓記憶體,
magnetic drum read,磁鼓讀,
magnetic drum receiving equipment,磁鼓接收設備,
magnetic drum storage,磁鼓儲存器,磁鼓存儲器
magnetic drum storage system,磁鼓儲存系統,
magnetic drum system,磁鼓系統,
magnetic drum unit,磁鼓單元,磁鼓機
magnetic drum,磁鼓,磁鼓
magnetic element,磁（性）元件,
magnetic energy density,磁能密度,
magnetic eraser,磁抹除器,
magnetic ferrites,磁鐵氧體,
magnetic field,磁場,
magnetic field equalizer,磁場均衡器,
magnetic field intensity,磁場強度,
magnetic field interference,磁場干擾,
magnetic figure,磁力線圖；磁場圖,
magnetic film,磁膜,磁膜
magnetic film logic device,磁膜邏輯裝置,
magnetic film memory,磁膜記憶體,
magnetic film recorder,磁膜記錄器,
magnetic film storage,磁膜儲存器,
magnetic flipflop,磁性正反器,
magnetic flux,磁通量,
magnetic flux density,磁通量密度,
magnetic flux distribution,磁通量分佈,
magnetic focusing,磁聚焦,
magnetic gap,磁間隙,
magnetic hand scanner,手握式磁掃瞄器,
magnetic head,磁頭,磁頭
magnetic head on-line cleaning,磁頭連線清潔,
magnetic head positioning construction,磁頭定位構造,
magnetic hologram,磁全像,
magnetic hysteresis,磁滯,
magnetic hysteresis loop,磁滯迴路；磁滯回線,
magnetic hysteresis loss,磁滯損耗,
magnetic impulse,磁脈衝,
