en,zh-hant,zh-hans
high speed card reader,高速讀卡機,
high speed carry,高速進位,高速進位
high speed channel,高速通道,
high speed channel processor,高速通道處理機,
high speed circuit,高速電路,
high speed circuit breaker,高速斷路器,
high speed communication station,高速通信站,
high speed complementary metal oxide semiconductor,高速互補金氧半導體,
high speed compound terminal,高速複合終端機,
high speed computer,高速計算機,
high speed concentrator,高速集線器,
high speed controller,高速控制器,
high speed counter,高速計數器,
high speed counting,高速計數,
high speed data acquisition,高速資料獲取,
high speed data buffer,高速資料緩衝器,
high speed data bus,高速資料匯流排,
high speed data channel,高速資料通道,
high speed data link,高速資料鏈,
high speed data path,高速資料路徑,
high speed data regeneration assembly,高速資料再生組合,
high speed data word,高速資料字,
high speed data,高速資料,
high speed digital computer,高速數位計算機,
high speed digital filter,高速數位濾波器,
high speed digital integrated circuit,高速數位積體電路,
high speed digitization,高速數位化,
high speed dump,高速率傾印,
high speed duplex printing,高速率雙工列印,
high speed duplication,高速率複製,
high speed encoder,高速編碼器,
high speed intercomputer communication,高速率計算機間通信,
high speed job selection,高速率工件選擇,
high speed line,高速線,
high speed line adapter,高速線路配接器,
high speed line printer,高速列印機,
high speed loading,高速率載入,
high speed local network,高速區域網路,
high speed logic interface,高速邏輯介面,
high speed loop,高速迴路,
high speed memory,高速記憶體,
high speed memory device,高速記憶裝置,
high speed multiplex link,高速多工鏈,
high speed multiplier,高速乘法器,
high speed multiply,高速乘法,
high speed network,高速網路,
high speed paper reader,高速紙帶閱讀機,
high speed paper tape absolute loader,高速紙帶絕對載入器,
high speed paper tape punch,高速紙帶打孔機,
high speed parallel adder,高速平行加法器,
high speed pipeline computer,高速管線計算機,
high speed plotter,高速繪圖器,
high speed printer,高速列印機,
high speed reader,高速閱讀機,
high speed reading system,高速閱讀系統,
high speed register,高速暫存器,
high speed repetitive operation,高速重複操作,
high speed scan,高速掃瞄,
high speed scroll,高速翻捲,
high speed seek,高速尋覓,
high speed selector,高速選擇器,
high speed selector channel,高速選擇器通道,
high speed semantic net,高速語意網,
high speed serial data buffer,高速串列資料緩衝器,
high speed signal control equipment,高速信號控制設備,
high speed single line controller,高速單線控制器,
high speed skip,高速跨越,
high speed storage,高速儲存器,
high speed storage loading,高速儲存器載入,
high speed store,高速儲存器,
high speed switched digital service,高速交換數位服務,
high speed symbol generator,高速符號產生器,
high speed tape puncher,高速紙帶打孔機,
high speed tape transport,高速磁帶傳送,
high speed technology robot,高速技術機器人,
high speed testing technique,高速測試技術,
high speed transmission,高速傳輸,
high speed type,高速打字,
high technology office,高技辦公室,
high technology robot,高技機器人,
high temperature laminate,高溫層板,
high temperature storage,高溫儲存器,
high tension supply,高壓電源,
high threshold logic circuit,高定限邏輯電路,
high threshold logic,高定限邏輯,
high throughput,高通量,
high throughput interconnection structure,高通量互連結構,
high torque low inertia motor,高轉矩低慣性馬達,
high transaction throughput,高異動通量,
high usage group,高使用群,
high usage intertoll trunk,高使用率長途台間中繼線,
high usage route,高使用率路線,
high usage trunk,高效幹線,
high usage trunk group,高使用率中繼線組,
high vacuum tube,高真空管,
high value,高位值,
high velocity,高速度,
high voltage,高電壓,
high voltage direct converter,高壓直流轉換器,
high voltage direct current,高壓直流,
high voltage power supply,高壓電源,
high voltage state,高電壓狀態,
high volume production,大量生產,
high volume time-sharing,大量分時,
high-density diskette,高密度磁片,高密度軟盤
higher array,較高陣列,
higher dimensional array,較高維陣列,
higher dimensional grammar,較高維文法,
higher harmonic,較高次諧波,
higher language,較高階語言,
higher level,較高層次,
higher level arithmetic function,較高階算術功能,
higher level knowledge,較高階知識,
higher level language resource,較高階語言資源,
higher level microprogramming language,較高階微程式設計語言,
higher level programming language,較高階程式設計語言,
higher level storage structure,較高階儲存結構,
higher mathematics,較高數學,
higher modular assemblies,較高模組化組合,
higher modulus counter,較高模數計數器,
higher numbered state,較高編號狀態,
higher order calculus,較高級演算,
higher order differential equation,較高級微分方程式,
higher order function,較高級函數,
higher order language,較高階語言,
higher order logic,較高階邏輯,高階邏輯
higher order precedence,較高階居先,
higher order precedence grammar,較高階居先文法,
higher order precedence relation,較高階居先關係,
higher order predicate,較高級述詞,
higher order predicate calculus,較高階述詞演算,
higher order routine,較高級例行,
higher order software,較高級軟體,
higher priority,較高優先級,
higher priority job,較高優先工件,
highest index level,最高索引等級,
highest order,最高次,
highest possible frequency,最高可能頻率,
highest possible key value,最高可能鍵值,
highest priority,最高優先等級,最高優先級
highest priority number,最高優先數,最高優先數
highest priority serviceable number,最高優先可服務數,
highest priority-first,最高優先級優先法,最高優先級優先法
highest response ratio next,下一最高回應率,
highest significant position,最高有效位,
high-level scheduling,高階排程,高層調度
highlight,高亮度；特殊效果,加亮
highlight area,醒目區,
highlighting,醒目,
highlighting character,醒目字元,
highlighting command,醒目命令,
highlighting display,醒目顯示,
high-low-close-open (HLCO) chart,高－低－關－開圖,
highly automated logic,高度自動邏輯,
highly modular operating system,高度模組化操作系統,
highly overlapped pipeline computer,高度重疊管線計算機,
highly parallel arithmetic,高度平行算術,
highly parallel computer,高度平行計算機,
highly parallel microprogrammable system,高度平行可微程式化系統,
highly symmetric graph,高度對稱圖,
highly time parallel algorithm,高度時間平行演算法,
high-order language,高階語言,高階語言
highpass filtering,高通濾波,高通濾波
high-priority interrupt,高優先等級中斷,高優先級中斷
high-state characteristic,高電平狀態特性,高電平狀態特性
highwater marking,高水位標示,
highway,快線；高速通道,
highway frame,快線框,
highway memory,快線記憶體,
highway memory address,快線記憶體位址,
highway network data and information,快線網路資料和資訊,
highway optimization program system,快線最佳化程式系統,
highway protocol,快線通訊協定,
highway switch,快線開關,
highway to group demultiplexer,快線群多工解訊器,
highway traffic director,快線流量指揮器,
highway unit,快線單元,
highway width,快線寬度,
hill and dale,峰谷,
hill climbing algorithm,登山演算法,
hill climbing method,登山法,爬山法
hill climbing process,登山過程,
hinge,鉸鏈,
hinting,隱示,
hip,內行的,
hip token,模式化符記,
HIPO diagram,階層及輸入處理輸出圖,
hipping,模式化,
Hiragana,平假名,
histogram,直方圖,直方圖
histogram equalization,直方圖等化,
histogram flattening,直方圖平坦化,
histogram linearization,直方圖線性化,
histogram modification,直方圖修改,直方圖修正
histogram of differences,差值直方圖,
histogram specification,直方圖規格,
histogram thresholding,直方圖定限化,
historical abstracts,歷史文摘,
historical cost,歷史成本,
historical data,歷史資料,歷史數據
historical data device,歷史資料裝置,
historical database,歷史資料庫,歷史數據庫
historical development of hybrids,併合電路的發展歷史,
historical file,歷史檔案,
historical information,歷史資訊,
historical reference,歷史參考,
historical rule,歷史規則,歷史規則
historical work-load data,歷史工作負載資料,
history data,歷史資料,
history data set,歷史資料集,
history dependent control,歷史相依控制,
history file,歷史檔案,
history list,歷史列表,
history of available space list,可利用空間表歷程,
history of binomial coefficients,二項式係數歷程,
history of buffering of input/output,輸入輸出緩衝歷程,
history of coroutine,共常式歷程,
history of program execution,程式執行歷程,
history of subroutine,次常式歷程,
history of trees,樹的歷程,
history register,歷史暫存器,
history run,歷史運行,
hit,命中,
hit detect function,命中檢測功能,
hit file,命中檔案,
hit noise,擊打雜訊,擊打噪聲
hit ratio,命中率,命中率
hit-on-the-fly printer,拍蠅式列印機,
hits,瞬態干擾,
HMD,頭戴式顯示器,頭戴式顯示器
Hoare logic,霍爾邏輯,霍爾邏輯
hobby computer,業餘電腦,
HOL,高階語言,高階語言
hold,保持,
hold acknowledge signal,保持認可信號,
hold acknowledge,保持認可；保持確認,
hold button,保持按鈕,
hold circuit,保持電路,
hold class job,保持級工件,
hold coil,保持線圈,
hold controls,保持控制,
hold current,保持電流,
hold down tabulator key,按下定位鍵,
hold facility,保持設施,
hold graphics,保持圖形法,
hold in range,保持範圍,
hold input,保持輸入,
hold instruction,保持指令,
hold key,保持鍵,
hold list,保持列表,
hold mark,保持標示,
hold mode,保留模；保持模,
hold page queue,保持頁面佇列,
hold pattern,保持型樣,
hold queue,保持佇列,
hold request,保持請求,
hold reset switch,保持重置開關,
hold signal,保持信號,
hold state,保留狀態,
hold time,占用時間,
hold unit,保持裝置,
holder,架；座；持有人,
holding,保持,
holding action,保持作用,
holding beam,保持電子束,
holding circuit,保持電路,
holding coil,保持線圈,
holding current,保持電流,
holding gun,保持槍；持留鎗,
holding line,保持線,
holding power,保持功率,
holding register,保持暫存器,
holding screen status,保持螢幕狀態,
holding torque,保持轉矩,
hole,孔,
hole carrier,孔載子,
hole conduction,孔電導,
hole conductor current access device,孔導體電流存取裝置,
hole count check,孔計數檢查,
hole count error,孔計數錯誤,
hole counter,孔計數器,
hole current,孔電流,
hole density,孔密度,
hole detector,電洞檢測器,
hole in scope,範疇內孔,
hole injection,孔注入,
hole injector,孔注入器,
hole mobility,孔移動率,
hole pattern,孔型樣；排孔型樣,孔模(式)
hole site,孔位,
hole sort,打孔排序,
hole trap,孔陷阱,
hole wall,孔壁,
Hollerith card,何樂里卡,
Hollerith code,何樂里碼,
Hollerith constant,何樂里常數,
Hollerith string,何樂里串,
Hollerith type,何樂里類型,
holoframe,全息圖框,
hologram,全像,全息
hologram information light,全像資訊光,
hologram memory system,全像記憶體系統,
hologram page,全像頁,
hologram pattern,全像型樣,
hologram plate,全像板,
hologram scanner,全像掃瞄器,
hologram storage plate,全像儲存板,
hologram technique,全像技術,
holograph,全像照相,全息圖
holographic,全像,
holographic based system,全像為本的系統,
holographic coding plate,全像編碼板,
holographic fingerprint sensor,全像指紋感測器,
holographic information retrieval system,全像資訊檢索系統,
holographic lens,全像透鏡,
holographic memory,全像記憶體,全息存儲器
holographic read only memory,全像唯讀記憶體,
holographic readout system,全像讀出系統,
holographic recorder,全像記錄器,
holographic storage,全像儲存,
holography,全像術,
holography input,全像術輸入,
holography memory,全像術記憶體,
hololens,全息透鏡,
home,本地的,
home address,起始位址,主地址
home address block,起始位址塊,
home address gap,起始位址間隙,
home address register,起始位址暫存器,
home application,家庭應用軟體,
home automation,家庭自動化,
home banking,家庭銀行,
home block,主塊；起始段,
home brew,家製,
home bucket,起始桶,
home cell,起始格,
home computer,家庭計算機,
home cursor position,起始游標位置,
home directory,起始目錄,"主目錄, *起始目錄"
home drive system call,驅動器磁頭回零系統呼叫用,
home electronic bank business,家庭電子銀行業務,
home environment,本地環境,
home information system,家庭資訊系統,
home key,歸位鍵,
home link,標識鏈,
home location,起始位置,
home loop,本地迴路,
home loop operation,本地迴路操作,
home made computer,國產電腦,
home net,本地網,
home numbering plan area,本地編號計畫區,
home optical transceiver,本地光學收發器,
home optical transmitter-receiver,本地光學收發器,
home page,首頁（基地畫面）,
home position,起始位置,
home record,起始記錄,
home shopping,家中購物（電視購物／電子購物）,
home state,家態,家態
home terminal,本地終端機,
home use,家用,
homeomorphic,同胚,
homeomorphism,同胚,
homeomorphy,同胚象,
homeostasis,體內平衡,
homeostatic utility control,同態調節應用控制,
homepage,首頁,主頁
homepitaxy,等外延,
homework software,家用軟體,
homing,歸航,
homing adapter,復位配接器,
homing beacon,歸航信標,
homing guidance system,歸航導引系統,
homing procedure,歸航程序,
homing receiver,歸航接收器,
homing sequence,歸航序列,復位序列
homing test vehicle,歸航測試載具,
homing tree,歸航樹,
homo chromatic,同色,
homochronous,類同步,
homodyne detection,零差式檢測,
homogeneity,均勻性,
homogeneity assumption,同質假設,
homogeneous,同質；均勻,
homogeneous array,同質陣列,
homogeneous boundary condition,同質邊界條件,
homogeneous computer network,同質計算機網路,
homogeneous computer system,同質計算機系統,
homogeneous coordinate system,同質座標系統,齊次坐標系
homogeneous grammar,齊次文法,
homogeneous group,同質群,
homogeneous information set,同質資訊集,
homogeneous light,同質光,
homogeneous linear equations,齊次線性方程式,
homogeneous medium,均勻介質,
homogeneous multinomial,齊次多項式,
homogeneous multiplex,同質多工,
homogeneous multiplexed circuit,同質多工電路,
homogeneous multiplexing,同質多工,
homogeneous multiprocessor,同質多處理機,同構[型]多處理機
homogeneous network,均勻網路,
homogeneous plex structure,同質叢結構,
homogeneous programming,齊次規劃,
homogeneous random field model,均勻隨機欄模型,
homogeneous structure,同質結構,
homogeneous system,同質系統,同構型系統
homogeneous transform,同質變換,
homogeneous tree,同質樹,
homogeneous unit structure,同質單元結構,
homogenization,同質化,
homograph,同形異義詞,"同形異義詞, *同形詞"
homographic mapping,同形詞的映像,
homojunction,同質結,
homology,透射,
homomorph,同態象,
homomorphic,同態的,
homomorphic filtering,同態過濾,
homomorphic image,同態影像,
homomorphic replication,同態複製,
homomorphic signal processing,同態信號處理,
homomorphic speech processing,同態話音處理,
homomorphic system,同態系統,
homomorphically irreducible tree,同態不可約樹,
homomorphism,同態,同態
homomorphism interpolation theorem,同態內插定理,
homonym,同音異義詞；同名異物,
homonymy,同音異義,
homophone,同音異義詞,
homophonic enciphering,同音字編碼,
homophonic filtering,同音過濾,
homophonic substitution,同音替代,
homophony,同音,
homostasis,同態,
homotope,同族元素,
homotype,同型,
honest reducibility,純正可約性,純正可歸約性
honeycomb,蜂房式,
honeycomb domain structure,蜂房式領域結構,
honeycomb memory,蜂房式記憶體,
honeycomb pattern,蜂房式圖型,
honeycomb radiator,蜂房式散熱器,
hood,罩；套,
hook,鉤,
hook collector,鉤形集極,
hook collector transistor,鉤形集極電晶體管線,
hook service,線路中繼服務,
hook signal,掛機信號,
hook state,掛機狀態,
hook theory,鉤理論,
hook up wire,安裝線,
hooking,掛鉤,
hookup,安裝,
hoot stop,鳴笛式停機,
hop,中繼段,
hop count,中繼段個數；中繼段總數,
Hopfield network,何普菲網路,
Hopfield neural network,霍普菲爾類神經網絡,霍普菲爾德神經網絡
hopper,送卡箱,
hopping,跳躍,
horizon angle,視界角,
horizon cover,視界覆蓋,
horizon effect,視界效率,
horizon range,視界範圍,
horizon transmission,水平傳輸,
horizontal,水平的,
horizontal advance,水平先行,
horizontal and vertical check,縱橫檢查,
horizontal and vertical parity check,縱橫同位檢查,
horizontal and vertical parity check code,縱橫同位檢查碼,
horizontal arithmetic unit,橫向算術單元,
horizontal array,水平陣列,
horizontal automatic frequency control,水平自動頻率控制,
horizontal blanking,水平遮沒,
horizontal blanking signal,水平遮沒信號,
horizontal centering control,水平定中心控制,
horizontal character,橫向字元,
horizontal check,橫向檢查,橫向檢驗
horizontal check parity,橫向檢查奇偶,
horizontal check tube,橫向檢查管,
horizontal coil plate,水平線圈極板,
horizontal composition,橫向合成,橫排
horizontal control,水平控制,
horizontal control tube,水平控制管,
horizontal data handling,橫向資料處置,
horizontal deflecting circuit,水平偏轉電路,
horizontal design,橫向設計,
horizontal difference table,水平差分表,
horizontal display,水平顯示,
horizontal distributed system,橫向分散式系統,
horizontal feed,水平饋送,
horizontal film head,水平薄膜磁頭,
horizontal flow chart,橫向流圖,
horizontal flyback,水平回弛,
horizontal format;landscape format,橫向格式,橫長格式
horizontal formatting,橫向格式化,水平格式化
horizontal fragmentation,水平分片,水平分片
horizontal integration,水平整合,
horizontal interlaced transmission,水平交織傳輸,
horizontal justification,水平對齊,
horizontal line,水平線,
horizontal mark count,橫向標示計數,
horizontal microinstruction,橫向微指令,
horizontal microprogramming,橫向微程式設計,
horizontal motion index,水平移動索引,
horizontal network,橫向網路,
horizontal optimization,橫向最佳化,
horizontal oscillator,水平振盪器,
horizontal output stage,水平輸出階段,
horizontal parity,水平奇偶校驗,
horizontal parity check,水平同位檢查,
horizontal partition,橫向劃分,
horizontal pointer,橫向指標,
horizontal polarization,水平極化,
horizontal positioning,橫向定位,
horizontal positions,橫向位置,
horizontal processing,水平處理,水平處理
horizontal programming,橫向規劃,
horizontal raster count,橫向光柵計數,
horizontal recording,水平記錄,
horizontal redundancy check,水平冗餘檢查,橫向冗余檢驗
horizontal redundancy checking,水平冗餘檢查,
horizontal retrace,水平回掃,
horizontal retrace ratio,水平回掃比,
horizontal retrace sweep,水平展開,
horizontal return,水平轉回,
horizontal scanning,水平掃瞄,
horizontal scanning circuit,水平掃瞄電路,
horizontal scroll,橫向捲,
horizontal scrolling,橫向捲,
horizontal shift,水平移位,
horizontal sorter,橫向分類機,
horizontal structure,橫向結構,
horizontal structure support,橫向結構支援,
horizontal sweep,水平拂掠,
horizontal sync pulse,水平同步脈衝,
horizontal sync signal,水平同步信號,
horizontal synchronizing pulse,水平同步脈衝,
horizontal synchronizing signal,水平同步信號,
horizontal system,水平系統,
horizontal tab,水平欄標,
horizontal table,橫向表,
horizontal tabulation,橫向製表,水平制表
horizontal tabulation character,水平定格字元,
horizontal tabulator key,橫向製表鍵,
horizontal terminating block,橫向終止塊,
horizontal type,橫向型,
horizontal wraparound,橫向環繞,
horizontally deflecting coils,水平偏轉線圈,
horizontally deflecting plates,水平偏轉板,
horizontally displayed records,水平顯示記錄,
horizontally indexed field,水平索引欄,
horn,角狀物,
horn antenna,喇叭式天線,
Horn clause,霍恩子句,霍恩子句
horn feed system,角式饋入系統,
horn gap switch,角狀間隙開關,
horse power,馬力,
horse power hour,馬力小時,
hose,軟管,
hospital accounting system,醫院帳務系統,
hospital administrative program,醫院行政管理程式,
hospital automation,醫院自動化,
hospital information processing system,醫院資訊處理系統,
hospital information system,醫院資訊系統,
host,主機,
host access method,主機存取法,
host adaptation,主機適應性,
host application program,主機應用程式,
host attach,主機連接,
host attachment,主機連接,
host attachment facility,主機連接設施,
host based system,主機為本的系統,
host command facility,主機命令設施,
host command processor,主機命令處理機,
host command service,主機命令服務,
host communications processor,主通信處理機,
host compiler,主機編譯程式,
host computer,主電腦,
host computer interface,主電腦介面,
host connection facility,主機連接設施,
host control block,主控制塊,
host control block table,主控制塊表,
host control emulation,主機控制仿真,
host conversational function,主機交談式功能,
host data language,主機資料語言,
host database,主機資料庫,
host dependent,主機相關,
host development environment,主機開發環境,
host environment,主機環境,
host file,主機檔案,
host file close,主機檔案關閉,
host file enquire,主機檔案詢問,
host file system,主機檔案系統,
host file transceiver,主機檔案收發器,
host information processor,主資訊處理機,
host initiated program,主啟動程式,
host interconnection,主機互連,
host interface,主機介面,
host interface adapter,主機介面配接器,
host interface block,主機介面塊,
host interface module,主機介面模組,
host interface processor,主機介面處理機,
host interface routine,主機介面常式,
host key,主機密鑰,主機密鑰
host language,主機語言,[宿]主語言
host language compilation,主機語言編譯,
host language database,主機語言資料庫,
host language dependent,主機語言相依,
host language execution,主機語言執行,
host language interface,主機語言介面,
host language processor,主機語言處理機,
host language statement,主機語言敘述,
host language system,主機語言系統,
host language,主機語言,
host library,主程式館,
host link,主機鏈接,
host machine,主機,[宿]主機
host master key,主機主鍵,
host mode,主機模式,
host monitoring protocol,主機監視協定,
host name,主機名,
host name attribute,主機名屬性,
host network administration facility,主機網路管理設施,
host network control,主機網路控制,
host node,主機節點；主結點,
host node cycle,主機節點週期,
host number,主機號碼,
host operating system,主機作業系統,主機操作系統
host preparation facility,主機準備設施,
host process,主處理,
host processing system,主機處理系統,
host processor,主機處理機,
host programming language,主程式設計語言,
host remote node entry system,主機遠程節點輸入系統,
host resident,主機常駐,
host resident module,主機常駐模組,
host resident program,主機常駐程式,
host resident program development,主機常駐程式開發,
host resident software,主機常駐軟體,
host resident software system,主機常駐軟體系統,
host resource,主機資源,
host satellite system,主機衛星系統,
host service,主機服務,
host service communication,主機服務通信,
host service dialogue,主機服務對話,
host service function,主機服務功能,
host service port,主機服務埠,
host service protocol,主機服務協定,
host service station,主機服務站,
host service station transfer protocol,主機服務站傳送協定,
host software,主機軟體,
host subarea,主機子區,
host subscriber,主機用戶,
host switch,主機開關,
host system,主機系統,宿主系統
host system mailbox,主機系統信箱區,
host system mailbox switch setting,主機系統信箱開關設定,
host system message blocks,主機系統訊息塊,
host system response,主機系統回應,
host text,主本文,
host to adapter protocol,主機到接配器協定,
host to host,主機到主機,
host to host traffic,主機到主機流量,
host transfer file,主機傳送檔案,主機傳送文件
host transmission,主機傳輸,
host variable,主機變數,
host virtual storage,主機虛擬儲存器,
hostel,站,
hostel like process,類站過程,
host-to-host protocol,主機間協定,
hot bend test,熱彎曲測試,
hot carrier diode,熱載子二極體,
hot chassis,熱底盤,
hot electron,熱電子,
hot fix,快速修護,
hot fix redirection area,快速修護改向區域,
hot frame,熱框架,
hot gas welding,氣焊,
hot hole,熱孔,
hot isostatic pressed ferrite,熱等均壓鐵氧體,
hot line circuit,熱線電路,
hot metal composition,熱金屬合成,
hot plug,熱插拔,熱插拔
hot potato routing,急送選路,
hot press,熱壓,
hot pressed,熱壓的,
hot pressed ferrite,熱壓鐵磁體,
hot site,熱站點,熱站點
hot spot,熱點,
hot standby cluster,熱備份叢級,熱備份機群
hot start,熱起動,
hot swapping,熱調換,熱交換
hot type,熱型,
hot weld,熱焊,
hot zone,熱區域,
hotlist,熱表,熱表
Hough transformation,霍夫變換,霍夫變換
hour,小時,
hour holding,計時暫停,
hour of logon,登入時數,
hours of service,服務時數,
house,內務,
house correcting,內務校正,
house drop,屋內引入,
house keeper,內務處理程序,
house line symbol,內線符號,
house wife program,內務程式,
household,家務管理,
householder transformation,內務變換,
housekeeping,內務處理,
housekeeping bit,內務位元,
housekeeping digit,內務數位,
housekeeping information,內務資訊,
housekeeping instruction,內務指令,
housekeeping module,內務處理模組,
housekeeping operation,內務處理作業,內務操作
housekeeping package,內務處理組件,
housekeeping page,內務處理頁面,
housekeeping program,內務處理程式,內務處理程序
housekeeping routine,內務常式；內務處理常式,
housekeeping run,內務處理操作,
housekeeping segment,內務處理段,
housekeeping signal,內務訊號,
housekeeping software,內務處理軟體,
housekeeping style,內務處理方式,
housing,外罩,
Houston automatic spooling program,休斯頓自動排存程式,
HPCC,高效能計算及通訊,高性能計算和通信
HPF,最高優先級優先法,最高優先級優先法
HSV,彩色模型,
HSV color model,HSV彩色模型,
HTML,超文件標示語言,超文本置標語言
HTTP,超文件傳送協定,超文本傳送協議
hub,集線器,集線器
hub go-ahead,向內探詢,
hub polling,集線器輪詢,
hue,色調,色調
Huffman code,霍夫曼碼,
Huffman encoding,霍夫曼編碼,赫夫曼編碼
Huffman model,霍夫曼模型,
hum polling,軸心輪詢,
human agent,人工代理,人主體
human aided machine translation,人工輔助機器翻譯,
human brain,人腦,
human computer interaction,人與電腦交互作用；人機交互作用,
human computer interface,人機介面,
human engineering,人體工程,
human factor technology,人性因素技術；人因技術,
human factors,人因,
human information processing system,人的資訊處理系統,
human initiated failure,人為故障,
human language,人類語言,
human machine interaction,人機交互作用,
human machine interface,人機介面,
human operator simulator,人工作業模擬器,
human resource information system,人力資源資訊系統,
human simulation,人的模擬,
human translation,人工翻譯,
human-aided machine translation,人工輔助機器翻譯,人助機譯
human-computer dialogue,人機對話,人機對話
human-computer interaction,人機交互,人機交互
human-machine interface,人機界面,"人機界面, *人機接口"
human-made fault,人為故障,人為故障
human-to-machine,人機介面,
humidity,濕度,
hundred call seconds,百呼秒數,
hunting,尋覓；追逐,
hunting oscillator,尋覓振盪器,
Huygen's principle,海更原理,
hybrid,併合,混合
"hybrid (N,S) modular redundant system",併合模組冗餘系統,
hybrid agent,併合代理,混合主體
hybrid analog digital simulation,類比數位併合模擬,
hybrid arithmetic unit,併合算術單元,
hybrid associative processor,併合關聯處理機,混合[型]關聯處理機
hybrid bubble generator,併合磁泡產生器,
hybrid circuit,併合電路,
hybrid circuit structure,併合電路結構,
hybrid circuit substructure,併合電路基底,
hybrid code,併合碼,
hybrid coding,混合編碼,混合編碼
hybrid coil,併合線圈,
hybrid combination,併合式組合,
hybrid communication network,併合通訊網路,
hybrid communication routine,併合通信路徑,
hybrid communication system,併合通訊系統,
hybrid computation,併合計算,
hybrid computer,併合計算機,"混合計算機, *數字模擬計算機"
hybrid computer block oriented language,併合計算機分塊導向語言,
hybrid computer input/output,併合計算機輸入輸出,
hybrid computer interface,併合計算機介面,
hybrid computer link,併合計算機鏈接,
hybrid computer programming language,併合計算機程式設計語言,
hybrid computer simulation,併合計算機模擬,
hybrid computer system checkout,併合計算機系統檢驗,
hybrid computer translator,併合計算機翻譯器,
hybrid construction,併合構造,
hybrid control,併合控制,
hybrid control computer,併合控制計算機,
hybrid controller,併合控制器,
hybrid cube network,併合立方網路,
hybrid data acquisition system,併合資料獲取系統,
hybrid decoding,併合解碼,
hybrid diagnostic program,併合診斷程式,
hybrid digital analog computer,併合數位類比計算機,
hybrid digital analog pulse time,併合數位類比脈衝時間,
hybrid digital optical processor,併合數位光處理機,
hybrid dynamic system,併合動態系統,混合動態系統
hybrid electromagnetic wave,併合電磁波,
hybrid encoding,併合編碼,
hybrid environment,混成環境,
hybrid error control,併合誤差控制,
hybrid fire control computer,併合火控計算機,
hybrid function generation system,併合函數產生系統,
hybrid function generator,併合函數產生器,
hybrid hardware control,併合硬體控制,
hybrid hologram,併合全像,
hybrid IC,併合積體電路,
hybrid image processing system,併合影像處理系統,
hybrid index,併合指標,
hybrid input/output,併合輸入輸出,
hybrid integrated circuit,併合積體電路,混合集成電路
hybrid interface,併合介面,
hybrid language assembler,併合語言組譯器,
hybrid library,併合程式館,
hybrid local network,併合局部網路,
hybrid main program,併合主程式,
hybrid method,併合方法,
hybrid microcircuit,併合微電路,
hybrid microcircuit leads,併合微電路引線,
hybrid microstructure,併合微結構,
hybrid microwave,併合微波,
hybrid mode,併合模,
hybrid modular redundancy,併合模組冗餘,
hybrid modular redundant system,併合模組冗餘系統,
hybrid modulation,併合調變,
hybrid monitor,併合監視器,
hybrid network,併合網路,
hybrid operating system,併合作業系統,
hybrid operation,併合運算,
hybrid optical fiber circuit,併合光纖電路,
hybrid packaging,併合封裝,
hybrid parameter,併合參數,
hybrid phase modulation,併合相調變,
hybrid power operational amplifier,併合功率運算放大器,
hybrid problem,併合問題,
hybrid programming,併合程式設計,
hybrid RAM,併合隨機記憶體,
hybrid ranging,併合測距,
hybrid RC network,併合阻容網路,
hybrid receiver,併合接收器,
hybrid redundancy,併合冗餘,
hybrid representation,併合表示,
hybrid ring,併合環,
hybrid set,併合裝置,
hybrid simulation,併合模擬,混合模擬
hybrid simulation system,併合模擬系統,
hybrid simulator,併合模擬器,
hybrid software,併合軟體,
hybrid structure,併合結構,混合結構
hybrid system,併合系統,混合系統
hybrid system check,併合系統檢查,
hybrid system checkout,併合系統檢驗,
hybrid technology computer,併合技術計算機,
hybrid telecommunication,併合遠程電信,
hybrid terminal,併合終端,
hybrid transformer array,併合變壓器陣列,
hybrid translator,併合翻譯器,
hydraulic robot,液動機器人,
hydrographic information,水文資訊,
hydrographic message,水文訊息,
hydrolant,水文資訊,
hydrological and meteorological land station,水文氣象地面站,
hygrometer,濕度計,
hygroscopic,吸濕,
hyper bolograph,雙曲線規,
Hyper bus,超匯流排,
Hyper Card,HyperCard軟體,
Hyper channel,超通道,
Hyper channel adapter,超通道配接器,
hyper resolution,超分解；超消解法,
hyperactive fault,超工作故障,
hyperalternative,超選擇,
hyperarc,超弧,
hyperbola,雙曲線,
hyperbolic,雙曲線,
hyperbolic equation,雙曲線方程式,
hyperbolic function,雙曲線函數,
hyperbolic integer programming,雙曲線整數規劃,
hyperbolic navigation system,雙曲線導航系統,
hyperbolic orbit,雙曲線軌道,
hyperbolic partial differential equation,雙曲偏微分方程式,
hyperbolic system,雙曲系統,
hyperbolic type,雙曲線型,
hyperboloid,雙曲線,
hyperconcentrator,超集線器,
hypercube,超立方,超立方體
hypercube network,超立方網路,
hypercube system,超立方系統,
hyperdeduction,超演繹,超演繹
hyperdisk,超磁碟,
hyperenvironment test system,超環境測試系統,
hyperexponential distribution,超指數分佈,
hyperexponential service model,超指數服務模型,
hypergeometric distribution,超幾何分佈,
hypergraph,超圖,
hypergraphic-based data structure,超圖資料結構,超圖數據結構
hypergroup,超群,
hyperlink,超連接,超鏈接
hypermedia,超媒體,超媒體
hypernotion,超概念,
hyperplane,超平面,
hyperplane decision boundary,超平面決策邊界,
hyperplane method,超平面法,
hyperplane theorem,超平面定理,
hyperpure gas,超淨氣體,
