en,zh-hant,zh-hans
definite clause grammar,定子句文法,
definite integral,定積分,
definite iteration,確定疊代,
definite machine,確定的時序機,
definite response,定響應,
definition,定義；確定,清晰度
definition block,定義塊,
definition environment,定義環境,
definition file,定義檔案,
definition free path,定義自由路徑,
definition function complex,定義函數複合體,
definition language,定義語言,
definition module,定義模組,
definition of roll,定義滾動,
definition of yaw,定義偏般,
definition phase,定義階段,定義階段
definition statement,定義敘述,
definition status,定義狀態,
definition table,定義表,
definition tree,定義樹,
definition use chain,定義使用鍊接,
definitional interpreter,定義的解譯器,
definitional occurrence,定義出現,定義性出現
definitional part,定義部分,
definitized spare parts list,確定的備件表,
deflect,偏轉,
deflection,偏轉,偏轉
deflection circuit,偏轉電路,
deflection plate,偏轉板,
deflection rate,偏轉率,
deflection sensitivity,偏轉敏感度,
deflection type storage tube,偏轉型儲存管,
deflector,偏轉器,
defocus,散焦,
degauss,消磁器,消磁
degausser,消磁器,
degaussing computer,消磁計算機,
degeneracy failure,退化失效,退化失效
degenerate Boolean algebra,退化的布林代數,
degenerate function,退化函數,
degeneration factor,退化因數,
degenerative feedback,退化回饋,
degradation,降格；退化,降級
degradation factor,退化因數,
degradation failure,退化失效,
degradation testing,退化測試,老化試驗
degraded recovery,降級恢復,降級恢復
degraded running,降級運行,降級運行
degraded service state,降級服務狀態,
degree,度；階次；程度,度
degree of freedom,自由度刪除子句,
degree of parallelism,平行度,并行度
degree of resolution,解析度,
degree of subnet,子網度,子網度
deka,十,
dekatron calculator,十進制計算器,
delaminate,分層,
delay,延遲,"時間延遲, *時延"
delay action,延遲作用,
delay assignment,延遲指定,時延分配
delay base,延遲制,
delay bit,延遲位元,
delay cable,延遲電纜,
delay carry,延遲進位,
delay correction network,延遲校正網路,
delay counter,延遲計數器,
delay defect size,延遲偏差大小,時延偏差大小
delay distortion,延遲失真,
delay element,延遲元件,
delay equalization,延遲等化,
delay equalizer,延遲等化器,
delay fault,延遲故障,
delay flipflop,延遲正反器,
delay generator,延遲產生器,
delay instruction,延遲指令,
delay line,延遲線,延遲線
delay line capacity,延遲線容量,
delay line memory,延遲線記憶體,
delay line register,延遲線暫存器,
delay line storage,延遲線儲存器；延遲線儲存,
delay line store,延遲線儲存,
delay line synthesizer,延遲線合成器,
delay line,延遲線記憶體,
delay lock loop,延遲鎖定迴路,
delay loop store,延遲迴路儲存,
delay modulation,延遲調變,
delay period,延遲週期,
delay programming,延遲程式設計,
delay queue,延遲佇列,
delay statement,延遲敘述,
delay system,延遲系統,
delay task,延遲任務,延遲任務
delay time,延遲時間,延遲時間
delay unit,延遲單元,
delay vector,延遲向量,
delayed access,延遲存取,
delayed branch,延遲分支,延遲轉移
delayed call,延遲呼叫,
delayed control mode,延遲控制模式,延遲控制模式
delayed echo,延遲回音,
delayed load,延遲負載,延遲加載
delayed off,延遲關閉,
delayed output equipment,延遲輸出設備,
delayed relaying communication satellite,延遲轉接通訊衛星,
delayed repeater satellite,延遲型中繼衛星,
delayed request mode,延遲請求模式,
delayed response,延遲回應,
delayed response mode,延遲回應模式,
delayed signal,延遲信號,
delayed start,延遲啟動,
delayed time system,延遲時間系統,
delayer,延遲器,
deleave,解疊；分發,
delete,刪除,刪除
delete a directory,刪除目錄,
delete address mark,刪除位址標示,
delete batch,刪除批次,
delete bit,刪除位元,
delete character,刪除字元,
delete character buffer,刪除字元緩衝區,
delete code,刪除碼,
delete entered,刪除已輸入的部份,
delete entry,刪除項,
delete entry marker,刪除項標誌,
delete flag,刪除旗標,
delete form,刪除表格,
delete generated,刪除已產生的部份,
delete key,刪除鍵,
delete line buffer,刪除列緩衝,
delete lines command,刪除行命令,
delete list,刪除串列,
delete record,刪除記錄,
delete segment function,刪除段功能,
delete statement,刪除敘述,
delete structure,刪除結構,
delete symbol,刪除符號,
delete word buffer,刪除字緩衝,
deleted file,已刪除檔案,
deletion,刪除,刪除
deletion anomaly,刪除異常,刪除異常
deletion discipline,刪除規則,
deletion error,刪除錯誤,
deletion mark,刪除標示,
deletion record,刪除記錄,
deletion strategy,刪除策略,
delimit,定界符,定界符
delimiter,定界符,定界符
delimiter character,定界符字元,
delimiter line,定界符行,
delimiter macro instruction,定界符巨集指令,
delimiter statement,定界符敘述,
delimiter table,定界符表,
delimiter transfer table,定界符傳送表,
delimiting character,定界字元,
delineation unit,描繪單元,
delink,解除鏈接,
delinquent,拖欠帳款,
deliver,遞送；交貨,
deliverable item,可交付項,
delivery,遞送；交貨,"交付, *投遞"
delivery confirmation,投遞確認,投遞証實
delivery cycle,遞送週期,
delivery data,遞送資料,
delivery date,遞送日期,
delivery envelope,遞送包封,
delivery mechanism,遞送機制,
delivery paper deflector,遞送紙偏轉器,
delivery receipt,交貨回條,
delivery roller,遞送滾輪,
delivery time,遞送時間,
delivery tray,遞送托盤,
delivery wheels,遞送輪,
delock,解塊,
Delphi,Delphi語言,Delphi語言
delta clock,差量時鐘,
delta function,差量函數,
delta modulation,差量調變,
delta network,三角網路,
delta noise,增量雜訊,
delta rule,差量規則,
delta signal,三角信號；差量信號,
delta time,差量時間；緩衝時間,
demagnetization,去磁；退磁,
demagnetizer,消磁器,
demagnetizing state,去磁狀態,
demand,需求,
demand assigned signalling and switching,請求賦值信號發送與交換,
demand assignment,需求指定,
demand assignment controller,需求指定控制器,
demand assignment multiple access,需求指定多重存取,
demand data,需求資料,
demand deposit program library,活期存款程式館,
demand driven,需求驅動的,
demand error,需求錯誤,
demand fetching,需求提取,
demand function,需求函數,需求函數
demand history,需求歷史,
demand history construction,需求歷史構造,
demand loading,需求式載入,
demand multiplexing,需求多工,
demand paged virtual memory,需求分頁虛擬記憶體,
demand paging,需求分頁,請求分頁
demand paging system,需求分頁系統,
demand per period,每週期需求,
demand processing,應需處理,請求處理
demand processing time-sharing,需求式分時處理,
demand reading,需求讀取,
demand report,需求報告,
demand staging,需求分段,
demand time-sharing processing,需求分時處理,請求分時處理
demand zero page,需求第零頁,
demand-driven,需求驅動,需求驅動
demo,示範,演示程序
demo disk,示範磁片,
demodulation,解調,
demodulator,解調器,
demodulator band filter,解調器頻帶濾波器,
demon,常駐服務程式,守護程序
demonstration,示範,
demonstration program,示範程式,演示程序
demountable device,可卸裝置,
demountable storage,可卸儲存器,
Dempster-Shafer theory,DS理論,DS理論
demultiplexer,多工解訊器,多路分配器
demultiplexing,多工解訊,
demultiplier,倍減器,
denary,十進；十進制,
dendritic algorithm,樹枝狀演算法,
dendrogram,系統樹圖,
denial of service,拒絕服務,拒絕服務
denominator,分母,
denotation,標誌,
denotational description,標誌描述,
denotational semantics,標誌語意,指稱語義
denotational semantics method,標誌語意方法,
denotational setting,標誌設定,
denotative definition,外延定義,
denote,標誌,
dense,密集,
dense binary code,密集二進制碼,
dense index,密集索引,
dense list,密集列表,
dense matrix,密集矩陣,
dense subgraph,密集子圖,
density,密度,
density data,密度資料,
density gradient,密度梯度,
density of image,密度影像,
density ratio,密度比,密度比率
density slicing,密度劃分,
density tracks,密度磁軌,
denumerable set,可數集,
deny,拒絕,
depacketize,拆包,
department,部門,
department number,部門號碼,
department tag file,部門標籤檔案,
departure event,分離事件,
departure frequency,偏離頻率,
departure time,離開時間,
dependability,可信性依賴性,可信性
dependable communication,可靠通訊,
dependable computing,可信計算,可信計算
dependence arc,相依弧,依賴弧
dependence diagram,相關圖,
dependence edge,相依邊,依賴邊
dependence fault,相關型故障,相關型故障
dependence preservation,相依保持,依賴保持
dependence system,相依系統,
dependence test,相依測試,相關測試
dependence-driven,相關驅動,相關驅動
dependency,相依,依存[關系]
dependency grammar,相依文法,依存語法
dependency graph,相依圖,依賴圖
dependency graph representation,相依圖形表示法,
dependency hazard,相依冒險,
dependency number,相依號碼,
dependency parsing,相依關係剖析,依存關系句法分析
dependency preserving decompositions,保持分解,
dependency relationship,相依關係,
dependency reserving decomposition,保持分解,保持依賴分解
dependency rule,相依規則,相關規則
dependency set,相依集,
dependency structure,相依結構,依存結構
dependency tree,相依存關係樹,依存關系樹
dependency unification grammar,相依統一文法,依存關系合一語法
dependent analysis and independent generation,相依分析獨立產生,相關分析獨立生成
dependent application,相依應用,
dependent channel,相依通道,
dependent code,相依碼,
dependent compilation,相依編譯,
dependent control,相依控制,
dependent demand,相依需求,
dependent equation,相依方程式,
dependent learning,依賴學習,依賴學習
dependent program,相依程式,
dependent segment,相依段,
dependent system,相依系統,
dependent transaction,相依異動,
dependent tree,相依存關係樹,依存關系樹
dependent variable,因變數；相依變數,
depletion mode field effect transistor,耗盡模式場效應電晶體,
deposit,存放,
deposit region,存放區域,
deposition film disk,沉積膜磁碟,
depreciable cost,折舊成本,
depreciable life,折舊壽命,
depreciation,折舊,
depreciation rate,折舊率,
depth,深度,
depth bound,深度限度,
depth buffer,深度緩衝,深度緩存
depth calculation,深度計算,深度計算
depth clipping,深度剪輯,
depth cueing,深度暗示,深度暗示
depth first,先深,
depth first analysis,深度優先分析,深度優先分析
depth map,深度圖,深度圖
depth queued,深度排隊,
depth-first minimax procedure,深度優先最小極大程序,
depth-first procedure,深度優先程序,
depth-first reasoning,深先推理,
depth-first search,深先搜尋,深度優先搜索
depth-first searches,深先搜尋,
depth-first strategy,深先策略,
deque,雙端佇列,
dequeue,兩端佇列；入出佇列程式；離隊列,
deregenerative feedback,非再生回饋,
derivable symbol,符號可衍生,
derivation graph,導出圖,
derivation language,導出語言,
derivation rule,導出規則,
derivation sequence,推論順序,
derivation tree,導出樹,推導樹
derivative block,導出塊,
derivative control,導出控制,
derivative estimation,導出估計,導數估計
derivative file,導出檔案,
derivative indexing,導出索引,
derivative language,導出語言,
derived attribute,衍生屬性,
derived data,導出資料,
derived data item,導出資料項,
derived field,衍生欄,
derived horizontal fragmentation,導出水平片段,導出水平分片
derived information,導出資訊,
derived quantitative terms,推論的定量術語,
derived relation,導出關係,
derived rule,導出規則,導出規則
derived sound,導出聲音,
derived subprogram,導出次程式,
derived table,導出表,導出表
derived term indexing,衍生詞索引,
derived type,導出類型,
derived type conversion,導出類型轉換,
derived type definition,導出類型定義,
DES,資料加密標準,數據加密標准
descend,後裔；後代,
descendant,下代；後裔,子孫
descendant node,後代節點,
descendant vertex,後代頂點,
descender,下降幅度,
descending,遞減的,
descending chain,遞減鍊,
descending key,遞減鍵,
descending order,遞降次序,
descending sequence,遞降順序,
descending sort,遞降排序,
descent method,下降法,
descrambler,解拌器,
description,描述；說明,
description and focus,描述與焦點,
description attribute matrix,描述屬性矩陣,
description block,描述塊,
description entry,描述項,
description format,描述格式,
description language,描述語言,
description list,描述列表,
description statement,描述敘述,
description table,描述表,
description word,描述字,
descriptions generating,描述產生,
description-truncated,說明一截尾式,
descriptive abstract,描述摘要,
descriptive knowledge,描述知識,
descriptive language,描述語言,
descriptive linguistics,描述語言學,描寫語言學
descriptive manual,描述手冊,
descriptive models,描述模型,
descriptive session,描述對話,
descriptive statement,描述敘述,
descriptor,描述符,
descriptor attribute,描述符屬性,
descriptor attribute matrix,描述符屬性矩陣,
descriptor base,描述符基底,
descriptor base register,描述符基底暫存器,
descriptor block,描述符塊,
descriptor code,描述符代碼,
descriptor flag,描述符旗標,
descriptor generator working segment,描述符產生器工作段,
descriptor index,描述符索引,
descriptor list,描述符表,
descriptor queue,描述符佇列,
descriptor queue element,描述符佇列元素,
descriptor register,描述符暫存器,
descriptor table,描述符表,描述符表
descryption,解密,
design,設計,
design aid,設計輔助,
design analysis,設計分析,設計分析
design analyzer,設計分析程式,"設計分析器, *設計分析程序"
design approach,設計方式,
design assertion consistency checker,設計判定一致核對器,
design automation,設計自動化,設計自動化
design automation of digital system,數位的設計自動化,
design automation system,設計自動化系統,
design change request,設計變更請求,
design choice logic,設計選擇邏輯,
design considerations,設計考慮,
design constraint,設計約束,設計約束
design cycle,設計週期,
design data book,設計資料書,
design data package,設計資料套裝軟體,
design development record,設計開發記錄,
design diagram,設計圖,
design diversity,設計多樣性,設計多樣性
design editor,設計編輯器,"設計編輯程序, *設計編輯器"
design engineer,設計工程師,
design engineering,設計工程學,
design environment,設計環境,
design error,設計設計,設計差錯
design fault,設計故障,
design file,設計檔案,
design for analysis,分析設計,面向分析的設計
design for assembly,裝配設計,面向裝配的設計
design for manufacturing,製造設計,面向制造的設計
design for testability,可測試性設計,可測試性設計
design framework,設計框架,
design goal,設計目標,
design guideline,設計指南,
design handbook,設計手冊,
design inspection,設計檢驗,設計審查
design language,設計語言,設計語言
design library,設計庫,設計庫
design logic,設計邏輯,
design methodology,設計方法學,設計方法學
design objective,設計目標,
design of experiment,實驗設計,
design phase,設計階段,設計階段
design plan,設計計畫,設計規划
design programmer,設計程式員,
design prototyping technique,原型設計技術,
design reliability,設計可靠性,
design requirement,設計需求,設計需求
design review,設計檢視,設計評審
design rule checking,設計規則檢查,
design simulation,設計模擬,
design specification,設計規格,設計規約
design strategy,設計策略,
design system,設計系統,
design tactics,設計技巧,
design technique,設計技術,
design tool,設計工具,
design trade-off,設計折衷,
design verification,設計驗證,設計驗証
design walk-through,設計全程複查,設計走查
designated router,指定選路器,
designated terminal,指定終端,
designated work centers,指定工作中心,
designating device,指定裝置,
designation device,指定裝置,
designation hole,指定孔,
designation indicator,指定指示符,
designation number,指定號碼,
designation numeral,指定數字,
designation of link,鏈指定,
designation punch,指定打孔,
designation register,指定暫存器,
designation,指定,
designational expression,指定陳式,
designator,指定符,
designator storage word,指定符儲存字,
designer console,設計師控制台,
desirable recovery procedure,可行的恢復程序,
desire,期望,期望
desired capacity,期望容量,
desired shift length,期望班次長度；期望移位長度,
desired value,期望值,
desk accessory,辦公桌附屬程式,
desk calculator,桌上計算器,
desk calculator function,桌上計算器功能,
desk check,桌上檢查,
desk checking,桌上檢查,桌面檢查
desk computer,桌上計算機,
desk file,桌上文件,桌面文件
desk management,桌上管理,
desk mounted word processing equipment,桌上文字處理設備,
desk top system,桌上系統,
deskew,抗扭斜,
desktop,桌上,桌面
desktop analogy systems,桌上類比系統,
desktop calculator,桌上型計算器,
desktop computer,桌上計算機,台式計算機
desktop computer system,桌上計算機系統,
desktop conferencing,桌面會議,桌面會議
desktop document copying machine,桌上文件複製機,
desktop operating system,桌面作頁系統,桌面操作系統
desktop publishing system,桌上出版系統,桌面出版系統
desktop publishing,桌上出版,桌面出版
desktop reader,桌上閱讀機,
desoldering gun,去焊槍,去焊槍
despooler,止排序程式,
despotic network,主控網路,
DESQ,DESQ程式,
destage,離台,
destination,目的地；目的,
destination accumulator,目的地累加器,
destination address,目的地位址,"目的地址, *終點地址"
destination address field,目的地位址欄位,
destination code,目的地代碼,
destination code base,目的地代碼基數,
destination code byte,目的地代碼位元組,
destination code indicator,目的地代碼指示器,
destination element field,目的地元件欄,
destination field,目的地欄位,
destination figure,目的地圖,
destination file,目的地檔案,
destination form library,目的地表格館,
destination host,目的地主機,
destination name,目的地名稱,
destination node,目的地節點,
destination port,目的地埠,
destination queue,目的地佇列,
destination register,目的地暫存器,
destination selection,目的地選擇,
destination set,目的地集合,
destination station,目的地站,
destination station address,目的地站位址,
destination subarea field,目的地子區欄位,
destination subport address,目的地子埠位址,
destination task,目的任務,
destination time,目的地時間,
destination warning marker,目的地警告標誌,
destroy primitive,撤銷基元,撤消原語
destruct,破壞,
destruct command receiver,破壞命令接收機,
destruction,破壞,
destructive addition,破壞性加法,
destructive cursor,破壞性游標,
destructive read,破壞性閱讀,破壞性讀出
destructive read in,破壞性讀入,
destructive read only,破壞性唯讀,
destructive read out,破壞性讀出,
destructive reading,破壞性閱讀,破壞性讀出
destructive service,破壞性維修,
destructive storage,破壞性儲存（器）,
destructive test,破壞性測試,
destructor,破壞者,析構函數
DETAB,DETAB語言,
detach,拆離,
detach terminal,可拆離終端機,
detachable plugboard,可拆離插板,
detached,分離的,
detached job,分離式工作,
detached process,分離式處理,
detached processing,分離式處理,
detached program,分離式程式,
detail,明細,
detail analysis,明細分析,
detail assembly panel,元件組合板,
detail bit,明細位元,
detail card,明細卡,
detail chart,明細圖,
detail condition,明細條件,
detail condition register,明細條件暫存器；細節條件暫存器,
detail file,明細檔,
detail flow chart,明細流程圖,
detail lines,明細列,
detail printing,明細列印,
detail record,明細記錄,
detail record count,明細記錄計數,
detail report,明細報表,
detail report in accounting format,會計格式明細報表,
detail report in production format,生產格式明細報表,
detail table,明細表,
detail tape,明細帶,
detailed design,細節設計,詳細設計
detailed design phase,細節設計階段,
detailed load analysis,明細負載分析,
detailed operations list,明細作業列表,
detailed schedule,明細時程,
detectability,可檢查性,可檢測性
detectable element,可檢測元素；可偵查元素,
detectable field,可檢測欄,
detectable group,可檢測顯示組,
detectable segment,可檢測段；可偵查截段,
detected fault,檢測故障,
detected handle,檢測句柄,
detecting,檢測,
detecting code,檢測碼,
detecting system,檢測系統,
detection,檢測,檢測
detection code,檢測碼,
detection code byte,檢測碼位元組,
detection monitor,檢測監視器,
detection radar data processing,檢測雷達資料處理,
detection system,檢測系統,
detector,檢測器,
detector amplifier,檢測放大器,
detent,掣動,
deterioration,變質,
determinant,行列式,
determinate fault,定型故障,
determinate region,有限區域,
determination relationship,確定關係,
determiner,決定性因子,
determining semantic content,確定語意內容,
deterministic,確定性的,
deterministic algorithm,演算法確定性,確定性算法
deterministic and stochastic Petri net,確定性隨機Petri net,確定和隨機佩特里網
deterministic automaton,確定性自動機,
deterministic bottom-up grammar,確定性由下而上文法,
deterministic case,確定性案例,
deterministic context free language,確定性上下文無關語言,
deterministic context sensitive language,確定性上下文有關語言,
deterministic control system,確定性控制系統,確定性控制系統
deterministic CSL,確定性上下文有關語言,確定型上下文有關語言
deterministic diagram,確定性狀態圖,
deterministic finite automaton,確定性有限自動機,確定型有窮自動機
deterministic grammar,確定性文法,
deterministic language,確定性語言,
deterministic linear bounded automaton,確定性線性有界自動機,
deterministic model,確定性的模型,
deterministic modeling,確定性模型化,
deterministic process,確定性處理,
deterministic pushdown automaton,確定性下推自動機,確定型下推自動機
deterministic retrieval,確定性檢索,
deterministic routing,確定性選路,
deterministic schedule,確定性排程,
deterministic scheduling,確定性排程,確定性調度
deterministic simulation,確定性模擬,
deterministic system,確定性系統,
deterministic top-down grammar,確定性自上而下文法,
deterministic transfer function,確定性傳送功能,
deterministic transition,確定性變遷,確定變遷
deterministic Turing machine,確定性杜林機,確定型圖靈機
detour matrix,迂迴矩陣,
DEUNA,DEUNA網路配接器,
develop,開發,
develop kit,發展套件,
developer,顯影器,開發者
developer assistance program,顯影器輔助程式；開發者輔助計劃,
developer contract administrator,開發合約管理員,開發者合同管理員
developer mix,顯影混合劑,
developing,顯影,
developing head,顯影頭,
development aid tool,發展輔助工具,
development center,開發中心,
development cycle,開發週期,開發周期
development cycle simulation,開發週期模擬,
development environment,發展環境,
development environment model,開發環境模型,開發環境模型
development facility,發展機能；發展設施,
development kits,開發套件,
development life cycle,發展生命周期,開發生存周期
development lifecycle,發展生命周期,
development management system,開發管理系統,
development methodology,開發方法學,開發方法學
development phase,開發階段,
development process,開發過程,開發過程
development progress,開發進展,開發進展
development software,開發軟體,
development specification,開發規格,開發規約
development stage,開發階段,
development system,開發系統,
development system activity,開發系統活動,
development system step,開發系統步驟,
development time,開發時間,
development tool,開發工具,
development tool package,開發工具套裝軟體,
developmental sequence,發展序列,
deviation,偏差,
deviation alarm,偏差警報,
deviation computer,偏差計算機,
deviation control,偏差控制,偏差控制
deviation from original order quantity,與原始訂購數量偏差,
deviation quantity,偏差數量,
device,裝置；設備,器件
device adapter,裝置配接器,
device adapter interface,裝置配接器介面,
device address,裝置位址,
device allocation,裝置分配,
device and media control language,裝置與媒體控制語言,
device assignment,裝置指派；設備指派,設備指派
device attention switch,裝置注意開關,
device availability,裝置可用性,
device backup,裝置備援,
device base control block,裝置基底控制塊,
device block,裝置塊,
device busy,裝置忙碌,
device character control,裝置字元控制,
device characteristics table,裝置特性表,
device check,裝置核對,
device cluster,裝置叢集,
device cluster size,裝置群集尺寸,
device code,裝置碼,
device compatibility,裝置相容性,
device control,裝置控制,
device control block,裝置控制塊,
device control cell,裝置控制單元,
device control character,裝置控制字元,設備控制字符
device control register,裝置控制暫存器,
device control register address,裝置控制暫存器位址,
device control table,裝置控制表,
device control unit,裝置控制單元,
device controller,裝置控制器,
device coordinate,裝置坐標,設備坐標
device coordinate system,裝置座標系統,設備坐標系
device cross call,設備定義,
device data block,裝置資料塊,
device data type,裝置資料型式,
device definition utility,裝置定義公用程式,
device dependent,裝置相依的,
device dependent program,裝置相依程式,
device dependent routine,裝置相依例行常式,
device description,裝置描述,設備描述
device description language,裝置描述語言,設備描述語言
device descriptor block,裝置描述符塊,
device descriptor module,裝置描述符模組,
device designation,裝置指定,
device diagnostic program,裝置診斷程式,
device directory,裝置目錄,
device driver,裝置驅動器,設備驅動程序
device driver routine,裝置驅動器常式,
device end condition,裝置結束條件,
device error,裝置錯誤,
device failure,裝置失效,
device feedback,裝置回饋,
device field,裝置欄位,
device flag,裝置旗標,
device function,裝置功能,
device function controller,裝置功能控制器,
device handler,裝置處置器,
device header,裝置標頭,
device ID decoder,裝置識別解碼器,
device ID register,裝置識別暫存器,
device identification,裝置識別,
device identifier code,裝置識別碼,
device identifier,裝置識別符,
device independence,裝置無關,
device independent graphics software,裝置無關圖形軟體,
device initial reset,裝置初始重置,
device initialize,裝置初始化,
device input format,裝置輸入格式,
device input queue,裝置輸入佇列,
device interface,裝置介面,
device interrupt,裝置中斷,
device interrupt vector table,裝置中斷向量表,
device line,裝置列,
device management,裝置管理,設備管理
device media control language,裝置媒體控制語言,
device message handler,裝置信息處置器,
device name,裝置名稱,設備名
device name table,裝置名稱表,
device not ready,裝置未備妥,
device number,裝置號碼,
device number register,裝置號碼暫存器,
device object,裝置物件,
device oriented data structure,裝置導向的資料結構,
device output format block,裝置輸出格式塊,
device output format,裝置輸出格式,
device page,裝置頁面,
device parameter list,裝置參數表,
device pool management,裝置集用場管理,
device priority,裝置優先順序,
device processor,裝置處理器,
device queue,裝置佇列,
device ready,裝置備妥,
device ready light,裝置備妥指示燈,
device reconfiguration,裝置重組態,
device reference table,裝置參考表,
device register,裝置暫存器,
device select code,裝置選擇碼,
device select pulse,裝置選擇脈波,
device selector,裝置選擇器,
device service task,裝置服務任務,
device space,裝置空間,
device status,裝置狀態,
device status bit,裝置狀態位元,
device status byte,裝置狀態位元組,
device status register,裝置狀態暫存器,
device status word,裝置狀態字,
device time out call,裝置逾時呼叫,
device token,裝置符記,
device tolerance,裝置容差,
device type,裝置類型,
device type table,裝置型式表,
device unit,裝置單元,
device utility program,裝置公用程式,
device vector,裝置向量,
device vector table,裝置向量表,
device waiting queue,裝置等待佇列,
device work queue,裝置工作佇列,
dew point,露點,露點
Dewey decimal classification,杜威十進分類法,
DFA,分析設計,面向分析的設計
DFA,裝配設計,面向裝配的設計
D-flip flop,D正反器,
DFM,製造設計,面向制造的設計
DFS tree,DFS先深搜尋樹,
diacritical sign,區別記號,
diad,四進（位）,
diadic operator,雙值運算子,
diagnosability,可診斷性,可診斷性
diagnose interface,偵錯介面,
diagnosing sequence,診斷序列,
diagnosis,診斷,診斷
diagnosis resolution,診斷解析度,診斷分辨率
diagnosis testing,診斷測試,診斷測試
diagnostic,偵錯；診斷,
diagnostic check,診斷檢查,診斷檢驗
diagnostic communication,偵錯通訊,
diagnostic compiler,偵錯編譯程式,
diagnostic control program,診斷控制程式,
diagnostic decision logic table,偵錯決策邏輯表,
diagnostic dictionary,偵錯字典,
diagnostic diskette,偵錯磁片,診斷軟盤
diagnostic error processing,診斷錯誤處理,診斷錯誤處理
diagnostic facility,診斷設施,
diagnostic flow chart,偵錯流程圖,
diagnostic function,診斷功能,
diagnostic function test,診斷功能測試,
diagnostic instruction,偵錯指令,
diagnostic knowledge,診斷知識,
diagnostic loader,偵錯載入器,
diagnostic logic simulator,偵錯邏輯模擬器,
diagnostic logout,診斷註銷,診斷記錄
diagnostic mode,偵錯模式,
diagnostic monitor,診斷監視器,
diagnostic order calculator,偵錯命令計算器,
diagnostic package,偵錯套裝軟體,
diagnostic program,偵錯程式；診斷程式,診斷程序
diagnostic programming,偵錯程式設計,
diagnostic reasoning,診斷推理,
diagnostic routine,診斷常式,
diagnostic scan,偵錯掃瞄,
diagnostic screen,診斷螢幕,診斷屏幕
diagnostic shift register,偵錯移位暫存器,
diagnostic statement,診斷敘述,
diagnostic system,診斷系統,診斷系統
diagnostic test,診斷測試,
diagnostic test page,診斷測試頁面,
diagnostic tool,診斷工具,
diagnostic trace program,診斷追蹤程式,
diagnostic trace routine,診斷追蹤常式,
diagnostic track,偵錯磁軌,
diagnostic tree,診斷樹,
diagnostic utility system,診斷公用程式系統,
diagnostics,診斷學,
diagnostor,診斷器,
diagonal entry,對角線元素,
diagonal matrix,對角矩陣,
diagonal microinstruction,對角線型微指令,
diagonal test,對角線測試,對角線測試
diagonalization,對角化方法,對角化方法
diagram,圖（解）,
diagram block,方塊圖,框圖
diagram dynamic flow,動態流程圖解,
diagram engineering logic,工程邏輯圖解,
diagram flow,流程圖解,
diagram functional,功能圖解,
diagram method,圖解法,
diagram paper,圖紙,
diagram program,圖示程式,
diagram setup,設置圖解,
diagrammatic notation,圖解記法,
diagrammer,圖示化工具,圖示化工具
dial,撥號；撥號盤；刻度盤,
dial access,撥號存取,
dial access information retrieval system,撥號存取資訊檢索系統,
dial backup auto answer unit,撥號備援自動回答裝置,
dial check,撥號檢查,
dial conference,電話會議,
dial exchange,撥號交換,
dial in,撥入,
dial in port,撥入埠,
dial line,撥號線路,
dial modem,撥號數據機,
dial out,撥出,
dial pulse,撥號脈波,
dial pulse interpreter,撥號脈衝解譯器,
dial set,撥號集,
dial system,撥號系統,
dial terminal,撥號終端機,
dial tone,撥號音,
dial transfer,撥號傳送,
dial up,撥接,
dial up characteristics,撥接特性,
dial up circuit,撥接電路,
dial up connect,撥號連接,
dial up line,撥接線路,
dial up system,撥接系統,
dial up teleconferencing,撥號電傳會議,
dial up terminal,撥號終端機,
dial up terminal line,撥接式終端線,
dial-back,回撥,回撥
dialcom,撥號通信,
dialect,方言,方言
dialectic sensors,辨証感應器,
dialectology,方言學,方言學
dialed circuit,已撥接線路,
dialed line,撥接線,
dialer,撥號器,
dialing,撥號；主叫,
dialing device,撥號裝置,
dialing set computer,字盤式計算機,
DIALOG,DIALOG系統,
dialog,對話；交談,
dialog box,對話框,
dialog generation and management system,對話產生與管理系統,
dialog manager,對話管理器,
dialog model,對話模型,對話模型
dialog style,對話式樣,
dialog system,對話系統,對話系統
dialog terminal system,對話終端機系統,
dialogue,對話,
dialogue box,對話盒,
dialogue control file,對話控制檔,
dialogue evaluation,對話評估,
dialogue generator,對話產生器,
dialogue grammar,對話文法,
dialogue layer,對話層,
dialogue management,對話管理,
dialogue specification language,對話規格語言,
dialogue subsystem,對話子系統,
dialogue system,對話系統,
dialogue-oriented model,對話導向模型,面向對話模型
dial-up terminal,撥號終端,撥號終端
diamagnetic,抗磁性的,
diameter,直徑,
diamond,菱形,
diamond switch,鑽石開關,
dibit,雙位元；雙比,
dibit encoding,雙位元編碼,雙位編碼
dibit transmission,雙位元傳輸,
dicap storage,二極體電容儲存,
dichotomizing search,二分搜尋,二分法搜索
dichotomy,二分法,
dichotomy system,二分系統,
dichromated gelatin film,重鉻酸膠膜,
dicode,雙碼,
dictate,指定,
dictionary,字典；辭典,
dictionary automatic,自動字典,
dictionary catalog,字典目錄,
dictionary code,字典代碼,
dictionary directory,字典目錄,
dictionary electronic,電子化字典,
dictionary element,字典元素,
dictionary external symbol,字典外符號,
dictionary file,內碼轉換檔；字典檔案,
dictionary fix utility,字典修正公用程式,
dictionary information,辭典資訊,
dictionary management utility,字典管理公用程式,
dictionary object,字典個體,
dictionary relocation,字典再定位,
dictionary storage and retrieval,字典儲存與檢索,
dictionary verify,字典驗證,
die,晶片,芯片
