en,zh-hant,zh-hans
programmed patch board,程控插線板,
programmed reliability in design engineering,設計工程的程控可靠性,
programmed request,程控請求,
elementary operation,基本操作,
elementary path,基本路徑,
elementary sentence,基本句子,
elementary statistics,初級統計學,
elementary user,基本用戶,
ELEPHANT,ELEPHANT語言,
elevated electrode integrated circuit,高架電極積體電路,
elevated floor,高架地板,活動地板
elevation angle,仰角,
elevation computer,高度計算機,
elevation scanning,仰角掃瞄,
elevator seeking,垂直式尋找,
eleven punch,十一孔,
eleven's complement check digit,11的補數檢查位元,
eleven-unit code,11單位碼,
elide,省略,
elidible hypernotion,可省的超概念,
elidible process,可省處理,
eligible,合格；入選,
eligible list,入選表,
eliminate,消除,
eliminating bad block,刪除壞塊,
eliminating dead assignments,刪除無用指定值,
elimination factor,刪除因數,
elimination major element method,主元素消去法,
elimination method,刪除法,
elimination of common subexpression,刪除公用副表式,
programmed stop,程控停止,
programmed switch,程控開關,
programmed symbol load,程控符號載入,
programmed symbol set attribute,程控符號集屬性,
programmer,程式設計師；程式員,
programmer access code,程式師存取碼,
programmer aptitude competence test system,程式員能力考核系統,
programmer aptitude test,程式員性向測試,
programmer aptitude tester,程式員性向測試器,
programmer console,程式員控制台,
programmer expertise,程式設計師專業知識,
programmer job,可程式員作業,程序員作業
programmer logical unit,程式器邏輯單位,
programmer number,程式員號碼,
programmer panel,程式員面板,
programmer subsystem,程式員子系統,
programmer version,程式員版本,
programmers aid in debugging,程式員除錯輔助,
programmer's hierarchical interactive graphics standard,程式師階層交談式圖形標準,
programmer's interface,程式員介面,
programmer's manual,程式設計師的手冊,
elimination of tautologies,同義字的刪除,
elimination of unknowns,未知數消去法,
elimination technique,刪除技術,
eliminator,刪除器,
elite,elite字型,
ellipse,橢圓形,
ellipsis,省略,
elliptic curve cryptosystem,橢圓曲線密碼系統,橢圓曲線密碼體制
elliptical orbitation,橢圓軌道,
else,否則,
else clause,否則子句,
else if statement,否則若敘述,
else if symbol,否則若符號,
else if-block,否則若塊,
else operation,否則運算,
else process,否則處理,
else rule,否則規則,
else statement,否則敘述,
else symbol,否則符號,
else-block,否則塊,
e-mail,電子郵件,"電子郵件, *電子函件"
e-mail address,電子郵件地址,"電子郵件地址, *電子函件地址"
programmer's workbench,程式員工作台,
programming,程式設計；規劃；程式,"編程, *程序設計"
programming aid software system,程式設計輔助軟體系統,
programming cost,規劃成本,
programming environment,程式設計環境,程序設計環境
programming flowchart,程式設計流程圖,
PROgramming in LOGic,Prolog語言,Prolog語言
programming in logic,邏輯程式設計語言；PROLOG語言,
programming job,程式設計工件,
programming language,程式設計語言；程式規劃語言,"編程語言, *程序設計語言"
programming language committee,程式設計語言委員會,
programming language database,程式設計語言資料庫,
programming language extension,程式設計語言延伸,
programming language for automatic checkout equipment,自動檢測設備用的程式設計語言,
programming language for interactive teaching,交談教學用程式設計語言,
programming language for microprocessors,微處理機用程式設計語言,
Programming Language/1,PL/1 語言,PL/1 語言
programming language/edit,程式設計語言編輯,
programming language-1,PL/1程式語言,
programming linguistics,程式設計語言學,
programming logic,程式設計邏輯,程序設計邏輯
programming methodology,程式設計方法論,程序設計方法學
programming module,程式設計模組,
programming skill,程式設計技巧,
programming specification,程式設計規格,
programming style,程式設計式樣,
programming support environment,程式設計支援環境,程序設計支持環境
programming system,程式設計系統；程式系統,
programming techniques,程式設計技術,程序設計技朮
programming terminology,規劃術語,
e-mail alias,電子郵件別名,電子郵件別名
emanation,發射,發射
emanation security,發射安全,
emanation,發射,
embed,嵌入,
embeddable,可嵌入,
embeddable chain,可嵌入鍊,
embedded,嵌式,
embedded blanks,嵌式空白,
embedded code,嵌式碼,
embedded command,嵌式命令,嵌入命令
embedded compiler,嵌式編譯器,
embedded computer,嵌式電腦,嵌入式計算機
embedded computer system,嵌式電腦系統,
embedded conductor,嵌式導體,
embedded controller,嵌式控制器,嵌入式控制器
embedded environment,嵌式環境,
embedded format control,嵌式格式控制,
embedded head,嵌式頭,
embedded hyphen,嵌式連字符,
embedded interface,嵌式介面,
embedded interpreter,嵌式解譯器,
embedded key,嵌式鍵,
embedded language,嵌式語言,嵌入式語言
embedded linker directive,嵌式鏈接程式指引,
embedded Markov process,嵌式馬可夫處理,
embedded multivalue dependency,嵌式多值相依,
embedded pointer,嵌式指標,
embedded ruler,嵌式尺,
embedded SCSI,嵌式SCSI,
embedded sentence,嵌式句子,
programming theory,程式設計理論,
programming tool,程式設計工具,
programming transformation,程式設計變換,
programming transparency,程式設計透通性,
program-sensitive error,程式有感誤差,
program-sensitive fault,程式有感錯失；程式有感故障,程序敏感故障
program-sensitive malfunction,程式有感失靈,
progress control,進展控制,
progress report,進展報告,
progressive offset track,遞增偏置磁軌,
progressive overflow,累進溢出,
progressive stress test,遞增應力測試,
project,專案,投影
project control,專案控制,
project control plan,專案控制計畫,
project control system,專案控制系統,
project definition and planning,專案定義與計劃,
project director,專案導引器,
project evaluation and review technique network,專案評估與查核技術網路,
project evaluation and review technique,專案評估與查核技術；計畫評核術,
project evaluation and review technique/cost,專案評估與查核技術／成本,
project file,專案文件,項目文件
project for the advancement of coding techniques,高級寫碼技術方案,
project management,專案管理,項目管理
project management software,專案管理軟體,
project notebook,專案紀錄簿,項目簿
project number,專案號碼,
project operation,專案作業,
project organization,專案組織,
project plan,專案規劃,項目計划
project planning,專案規劃,
embedded servo,嵌式伺服,嵌入伺服
embedded software,內建軟體,嵌入式軟件
embedded space,嵌式空間,
embedded SQL,嵌式SQL語言,嵌入式SQL語言
embedded structure,嵌式結構,
embedded switch,嵌式開關,
embedded system,嵌式系統,
embedded system design,嵌式系統設計,
embedded testing,嵌式測試,
embedded text control,嵌式正文控制,
embedded track zero sensing,嵌式零磁軌感測,
embedded variable-length pointer,嵌式變數長度指標,
embedding,嵌入,
embedding mapping,嵌入對映,
embody,補充,
embossed plate printer,凸版刻印機,
project programmer number,專案程式師號碼,
project schedule,專案進度表,項目進度[表]
project specification,專案規格,
projected balance,推演餘額,
projected display,投影式顯示器,
projected load,推演載入,
projecting,投影；推演,投影
projection attribute,投映屬性,
projection join mapping,投影結合映像,
projection operation,投影操作,
projection plane,投影平面,投影平面
projection report,推演報告,
projective transformation,投影變換,投影變換
Prolog,Prolog程式語言,Prolog語言
prolog,導言；序幕,Prolog語言
prologue,導言；序幕,
prologue level,導言層次,
PROM,可程式唯讀記憶體,可編程只讀存儲器
PROM programmer,PROM程式器,
prominent discrete tone,主要離散音調,
promissory note,本票；期票,
promotion history,促銷歷史,
prompt,候答訊號；提示號；提示符號；提示字元,提示
prompt area,提示區,
prompt facility,提示功能,
prompter,提示,
prompting,提示,
prompting expression,提示表式,
prompting screen,提示螢幕,
embossment,隆起,
embracing,包圍,
embracing grammar,包圍文法,
E-media,電子媒體,電子媒體
emergency action,緊急動作,
emergency button,緊急按鈕,應急按鈕
emergency call,緊急呼叫,
emergency category,緊急類別,
emergency communication net,緊急通信網,
emergency communication terminal,緊急通信終端機,
emergency communications,緊急通信,
emergency detection system,緊急檢測系統,
emergency equipment,緊急設備,
emergency exchange,緊急交換,
emergency exit,緊急出口,
emergency interconnection,緊急互連,
emergency key,緊急鍵,
emergency maintenance,緊急維護,應急維修
emergency maintenance time,緊急維護時間,
emergency maintenance,緊急維護,
emergency message automatic transmission system,緊急訊息自動傳輸系統,
emergency mobile communication,緊急移動通信,
emergency mode,緊急模式,
emergency network,緊急網路,
emergency operation,緊急操作,
emergency operations system,緊急操作系統,
prong,接腳；叉尖,
proof,證明,証明
proof finding program,證明找尋程式,
proof list,證明列表,
proof of forgery algorithm,偽造演算法證明,偽造算法証明
proof of identity,標識證明,標識証明
proof of program correctness,程式正確性証明,程序正確性証明
proof strategy,證明策略,証明策略
proof total,核符總計,
proof tree,證明樹,証明樹
proofreading system,接對系統,
propagated error,傳播誤差,傳播誤差
propagated forecast,延伸預測,
propagated requirement,延伸需求,
propagating,傳播,
propagating system,繁殖系統,
propagation,傳播,傳播
propagation delay,傳播延遲；傳導延遲,傳輸延遲
propagation error,傳播錯誤,傳播差錯
propagation time,傳播時間；幅射時間,
proper divisor,真除數,
proper subset,真子集,
property,性質；財產,
property and liability information system,財產與負債資訊系統,
emergency plan,緊急計畫,應急計划
emergency power,緊急電力切斷,
emergency power cut off,緊急電力切斷,
emergency power off,緊急斷電,
emergency power supply,緊急電力供應,
emergency program,緊急處理程式,
emergency proving period,緊急求證期間,
emergency requirement,緊急需求,
emergency route,緊急路線,
emergency set,緊急裝置,
emergency signal,緊急信號,
emergency signal alarm,緊急信號警報（器）,
emergency stop indicator,緊急停止指示器,
emergency switch,緊急開關,緊急開頭
emergency treatment,緊急處置,
emergency,備用；緊急,
emergency-off,緊急斷電,緊急斷電
emergent ray,緊急射線,
emission,放射,
emission bandwidth,發射頻寬,
emission designator,放射指定符,
property detector,性質檢測器,
property list,性質串列,
property sort,性質排序,
proportional band,比例帶,比例帶
proportional band,比例帶,
proportional control,比例控制,比例控制
proportional counter,比例計數器,
proportional font,比例字型,
proportional integral and differential action,比例積分微分作用,
proportional integral and differential,比例積分與微分,
proportional integral,比例積分,
proportional plus integral controller,比例加積分控制器,
proportional plus integral plus derivative control,比例加積分微分控制,"比例積分微分控制, *PID控制"
proportional range,比例範圍,
proportional spacing,比例間隔；調和字,
proportionally spaced font,按比例間隔字型,
proposed class,建議類型,
proposed parameter,建議參數,
proposition,命題,
proposition letter,命題字母,
proposition tree,命題樹,
propositional calculus,命題演算,命題演算
propositional logic,命題邏輯,命題邏輯
emission law,放射定律,
emission policy,放射政策,
emission security,放射安全,
emissivity,放射率,
emit,放射,
emit data,放射資料,
emit field,放射場,
emit instruction,放射指令,
emit instruction debugging,放射指令除錯,
emittance,放射,
emitted electron energy,放射電子能,
emitter,射極；發射器,
emitter character,射極字元,
emitter coupled logic,射極耦合邏輯,射極耦合邏輯
emitter cut off current,射極截止電流,
emitter digit,射極數位,
emitter dotting,射極接點,發射極點接
emitter follower,射極隨動器,
emitter function logic,射極功能邏輯,
emitter half-time,射極半週期,
emitter junction diode,射極連接二極體,
emitter leg,射極接腳,
emitter pull down resistor,射極下拉電阻,發射極下拉電阻
emitter pulse,射極脈波,
emitter selective digit,射極選擇數位,
proprietary,專屬,
proprietary software,專屬軟體,
proprietary software system,專屬軟體系統,
proprietary standards,專屬標準,
protect,保護,
protected data,保護資料,
protected examines/deposits,保護檢查／儲存,
protected field,保護欄位,
protected ground,保護地,保護地
protected location,保護位置,
protected mode,保護模態,保護方式
protected queue area,保護佇列區域,保護隊列區
protected read or update,保護閱讀或更新,
protected resource,保護資源,受保護資源
protected update mode,保護更新模（態）,
protected usage mode,保護使用模（態）,
protection,保護,保護
protection address,保護位址,
protection and security,保護及保全,
protection character,保護字元,
protection code,保護碼,
protection kernel,保護核心,
protection key,保護鑰,
protection ring,保護環,
protective ground,保護接地,
emitter terminal,射極終端機,
emitter time constant,射極時間常數,
emitter-coupled cell,射極耦合單元,
protective jacket,保護套,
protective redundancy,保護性冗餘,
protocol,協定；約定；規程；議定；通訊協定；通信協定,協議
protocol address information,協定位址資訊,
protocol analysis,協定分析,
protocol analysis system,協定分析系統,
protocol conformance test report,協定符合性測試報告,
protocol control information,協定控制資訊,
protocol conversion,協定轉換,協議轉換
protocol converter,通訊協定轉換器,
protocol data flow,協定資料流,
protocol data unit,協定資料單元,協議數據單元
protocol discriminator,協定鑑別器,協議鑒別符
protocol entity,協定實體,協議實體
protocol error,協定錯誤,
protocol failure,協定失敗,協議失敗
protocol implementation conformance statement,協定實施符合性說明,
protocol implementation extra information,協定實施額外資訊,
protocol item,協定項目,
protocol machine,協定機,
protocol mapping,協定對映,協議映射
protocol processing image,通訊協定處理影像,
protocol reference model,協定參考模型,
protocol specifications,協定規格,協議規范
emitter-coupled logic,射極耦合邏輯,
emitter-emitter coupled logic,射極對射極耦合邏輯,
emoticon,情緒圖標,情感符號
emotion icon,情緒圖標,
emotion modeling,情緒模型化,情感建模
emphasis,增強,
emphasis circuit,增強電路,
emphasis network,增強網路,
emphatic form,增強形式,
empiric function generator,經驗函數產生器,
empirical calculation,經驗計算,
empirical distribution,經驗分配,
empirical documentation,經驗文件,
empirical law,經驗法則,經驗法則
empirical system,經驗系統,經驗系統
emplacement,定位,
employee badge number,員工識別證號碼,
employee number,員工號碼,
employee shift override,員工班次置換,
employeer rate override,員工比率置換,
employer identification code,雇主識別碼,
emptied,已清除,
emptiness,空集,
emptiness problem,空集問題,
empty argument,空引數,
protocol stack,協定堆疊,協議棧
protocol suite,協定套,協議套
protocol translation gateway,協定翻譯閘道,
proton tomography,質子斷層掃瞄,質子層析成像
proto-syntax indexing,芻型語法索引,
proto-synthesis indexing,原型合成索引,
prototype,原型；標準型態；雛型；試作,原型
prototype construction,原型構造,原型結構
prototype context,原型上下文,
prototype design,原型設計,
prototype installation,原型安裝,
prototype life cycle,原型生命週期,
prototype overlay description language file,原型覆蓋描述語言檔,
prototype system,原型系統,
prototype unit,原型單元,
prototyping,原型設計,原型制作
prototyping evaluation and programming,原型設計評估和程式設計,
prototyping kit,原型設計套件,
prototyping method,原型設計方法,
prototyping skill,原型設計技巧,
prototyping technique,原型設計技術,
prover,證明者,証明者
proving time,求證時間,
provisional back-up value,備用候選值,
proxy,代理,代理
proxy server,代理伺服器,代理服務器
proxy service,代理服務,代理服務
prune,修剪,修剪
empty band,空帶,
empty class,空類,
empty clause,空子句,
empty descriptor,空描述符,
empty descriptor segment,空描述符段,
empty entry,空登錄,
pruning of goal tree,目標樹修剪,
PSA,問題敘述分析器,問題陳述分析程序
PSDN,分封交換資料網路,"包交換數據網, *分組交換數據網"
PSECT,程式段,
pseudo adder tree,偽加法樹,
pseudo arithmetic operation,偽算術操作,
pseudo bills,偽清冊,
pseudo Boolean algebra,偽布林代數,
pseudo code,偽碼；虛擬碼,
pseudo color,偽色,
pseudo computer language,偽計算機語言,
pseudo convexity,偽凸型,
pseudo cursor,偽游標,
pseudo cyclic code,偽循環碼,
pseudo cylinder,偽磁柱,
pseudo device,偽裝置,
pseudo disk,偽磁碟,
pseudo exhaustive testing,偽窮舉測試,
pseudo file name,偽檔案名,
pseudo instruction,偽指令,
pseudo instruction form,偽指令形式,
pseudo interrupt device,偽中斷裝置,
pseudo interrupt system,偽岔斷系統,
pseudo keyboard,偽鍵盤,
pseudo language,偽語言,
pseudo line control block,偽線路控制塊,
pseudo noise sequence,偽雜訊序列,
pseudo noise,偽雜訊,
pseudo off-line working,偽線外工作,
empty field,空白欄位,
empty file,空檔案,
empty function,空函數,
empty graph,空圖,
empty list,空表,
empty medium,空媒體,空媒體
empty metamember,空元成員,
empty page,空頁,
empty position,空位置,
empty production,空生產,
empty queue,空佇列,
empty record,空記錄,
empty relation,空關係,
empty segment,空段,
empty sentence,空句子,
empty sequence,空序列,
empty set,空集；空集合,空集
empty slot,空槽,
empty space,空白空間,
empty stack,空堆疊,空棧
empty statement,空敘述,
empty status,空狀態,
empty store,空儲存器,
empty string,空字串,
empty substitution,空替代,
empty symbol,空符號,
empty tape,空帶,
empty time slot,空時間槽,
pseudo operation,偽作業,
pseudo polynomial time,偽多項式時間,
pseudo polynomial transformation,偽多項式變換,偽多項式變換
pseudo program,偽程式,
pseudo random,偽隨機,
pseudo random hashing,偽隨機散列,
pseudo random number sequence,偽隨機數序,
pseudo reasoning,偽推理,
pseudo reduction,偽歸約,
pseudo scan code,偽掃瞄碼,
pseudo semantic tree,偽語意樹,偽語義樹
pseudo sequential file,偽順序檔案,
pseudo ternary code,偽三進制碼,
pseudo text,偽本文,
pseudo variable,偽變數,
pseudocode,偽[代]碼,偽[代]碼
pseudocolor,假色,假色
pseudodifferential operator,偽微分運算子,偽微分算子
pseudo-instruction,偽指令,偽指令
pseudopolychromatic ray sum,偽多色射線和,偽多色射線和
pseudotransitive rule of functional dependencies,函數相依偽傳遞法則,函數依賴偽傳遞律
PSL,問題敘述語言,問題陳述語言
PSPDN,分封交換式公用資料網路,"包交換公用數據網, *分組交換公用數據網"
PSTN based circuit switched data network,以公眾電話網路為基礎的電路交換式資料網路,
PSW,處理器狀態字,處理機狀態字
psychological agent,心理代理,心理主體
PTE,頁表項；頁表入口,頁表項
P-type semiconductor,p型半導體,
public access,公用存取,
public access terminal,公用存取終端,
public address,公用位址,
empty word,空字,
empty,空,
emulate,仿真,
emulate system architecture,仿真系統架構,
emulated control unit,仿真控制單元,
emulated executive,仿真執行程式,
emulation,仿真；模倣,仿真
emulation command,仿真命令,
emulation computer,仿真計算機,
emulation job,仿真工件,
public authority,公用權限,
public communication line,公用通信線路,
public data,公用資料,
public data network,公用數據網路,公用數據網
public data network,公用數據網路,
public data transmission service,公用數據傳輸服務,
public disk pack,公用磁碟組,
public disk structure,公用磁碟結構,
public domain software,公用軟體,
public domain,公用域,
public drive,公用驅動器,
public file,公用檔案,
public information file,公用資訊檔案,
public key,公用金鑰,公鑰
public key algorithm,公用鍵演算法,
public key cryptography,公用鍵密碼系統,公鑰密碼
public key cryptosystem,公用金匙密碼系統,
public key encryption,公用鍵資料加密,公鑰加密
public key infrastructure,公用金鑰架構,公鑰構架
public key infrastructure x.509,X.509公用金鑰架構,X.509公鑰構架
public key system,公用金匙系統,
public key,公用鍵,
public library automation network,公共圖書館自動化網路,
public limit,公用限制,
public line,公用線,
public matrix,公用矩陣,
public message service,公用訊息服務,
public mode,公用模式,
public network,公用網路,
public package switch information network,公眾分封交換資料網路,
emulation mode,仿真模式,
emulation package,仿真套裝軟體,
emulation program,仿真程式,
emulation programming,仿真程式設計,
emulation sensing processor,仿真感測處理機,
emulation system organization,仿真系統組織,
emulation technique,仿真技術,
emulation terminal,仿真終端機,仿真終端
emulational language,仿真語言,
emulator,仿真器,"仿真器, *仿真程序"
emulator board,仿真器板,
emulator command,仿真器命令,
emulator control mode,仿真器控制模式,
emulator debug,仿真器除錯,
emulator job,仿真器工件,
emulator machine language,仿真器機器語言,
emulator mode,仿真器模式,
emulator section,仿真器區段,
emulator system,仿真器系統,
emulator system architecture,仿真器系統架構,
emulator trap code,仿真器陷阱碼,
emulator trap instruction,仿真器陷阱指令,
emulator trap processing code,仿真器陷阱處理碼,
emulator trap processor,仿真器陷阱處理機,
emulator trap,仿真器陷阱,
emulsion,乳劑,
emulsion-laser storage,乳劑雷射儲存（器）,
en dash,短破折號,
public packet switching network,公用分封交換網路,
public printer,公用列印機,
public privilege,公用特權,
public resource,公用資源,
public standard,公用標準,
public structure,公用結構,
public support,公用支援,
public switched network,公用交換網路,
public volume,公用容體,
public volume manager,公用容體管理程式,
public windows interface,公開視窗介面,
publication,出版；出版品,
publication board,出版品公告版,
puck,定位盤,手持游標器
pull operation,提取作業,
pull-down menu,下拉項目表；懸垂功能表,下拉式選單
pull-up resistor,提升電阻,
pulse,脈衝；脈波,脈沖
pulse amplifier,脈衝放大器,
pulse amplitude,脈幅,脈沖幅度
pulse amplitude modulation,脈幅調變；脈（衝）幅（度）調制,
pulse code,脈碼,
pulse code modulation,脈碼調變,脈碼調制
pulse code modulation amplitude modulation,脈碼調幅調變,
pulse code modulation frequency modulation,脈碼調頻調變,
pulse code modulation multiplex equipment,脈碼調變多工設備,
pulse code modulation switching network,脈碼調變交換網路,
enable,賦能,"激活, *使能"
enable channel,賦能通道,
enable condition,賦能條件,
enable gate,賦能閘,
enable input,賦能輸入,
enable interrupt instruction,賦能中斷指令,
enable interrupt,允許中斷；賦能中斷,
enable logic,賦能邏輯,
enable module,賦能模組,
enable output,允許輸出,
enable position,賦能位置,
enable presentation,賦能顯示,
enable printer,接通列印機,
enable register,賦能暫存器,
enable secondary command,允許輔助命令,
enable signal,賦能信號,
enable state,賦能狀態,
enable statement,賦能敘述,
enable the time-of-day clock,啟動日曆鐘,
enable word,賦能字,
enabled,允許；已賦能,
enabled condition,允許條件,
enabled interrupt,允許中斷,
enabled interruption,允許中斷,
enabled module,允許模組,
enabled page fault,允許頁面錯失,
enabled state,允許狀態,
enabled transition,允許變遷,
enablement,允許；實現,
enabling,賦能,
pulse code modulation switching network system,脈碼調變交換網路系統,
pulse code modulation switching system,脈碼調變交換系統,
pulse code modulation terminal,脈碼調變終端機,
pulse code modulation,脈衝碼調變,
pulse coded processing system,脈衝編碼處理系統,
pulse compression,脈衝壓縮,
pulse control technique,脈衝控制技術,脈沖控制技朮
pulse count modulation,脈波計數調變,
pulse counter,脈衝計數器,
pulse crowding,脈衝擁擠,
pulse decay time,脈波衰減時間,
pulse delay time,脈衝延遲時間,
pulse delta modulation,脈衝增量調變,
pulse dial,脈波撥號,
pulse duration,脈波期間；脈波歷時,
pulse duration modulation,脈期調變,
pulse echo pattern,脈衝回音型樣,
pulse effect,脈衝效應,脈沖效應
pulse encode modulation,脈衝編碼調變,
pulse encoding,脈衝編碼,
pulse extension line,脈衝擴充線,
pulse fall time,脈波降時間,
pulse forming network,脈衝形成網路,
pulse frequency,脈衝頻率,脈沖頻率
pulse frequency distortion analyzer,脈衝頻率失真分析儀；脈衝頻率失真分析器,
pulse frequency diversity,脈衝頻率分集,
pulse frequency modulation,脈波頻率調變；脈衝頻率調變,
pulse frequency,脈衝頻率；脈衝重覆頻率,
pulse gate,選通脈衝；脈衝閘,
pulse group repetition rate,脈衝組重複率,
enabling count memory,賦能計數記憶體,
enabling counting,賦能計數,
enabling signal,賦能信號,
enamel covered wire,漆包線,
enamel covering,漆包,
enamel insulated wire,漆絕緣線,
enamelled cable,漆包電纜,
enblock,整體,
encapsulated data type,囊封資料類型,
encapsulated discrete modules,囊封離散模組,
encapsulated postscript,囊封幕後排版,
encapsulated program,囊封程式,
encapsulated type,囊封類型,
encapsulating security,囊封安全,打包安全
encapsulation,封閉；封裝,封裝
encapsulation construct,封裝構造,
encapsulation technology,封裝技術,
encapsulation testing,封裝測試,
encipher,加密；編碼,
enciphered data,加密資料,
enciphered facsimile communication,加密傳真通信,
enciphered telephony,加密電話,
encipherer,加密器；編碼器,
enciphering key,加密鍵,
encipherment,加密,加密
enclose,封閉,
enclosure,外殼,
encode address,編碼位址,
encode circuit,編碼電路,
encode control,編碼控制,
encode control microprogram,編碼控制微程式,
pulse groups per second,每秒脈衝組；脈衝組／秒,
pulse height analysis,脈衝高度分析,
pulse height discrimination,脈波高度判別,
pulse height discriminator,脈波高度鑑別器,
pulse interference eliminator,脈衝干擾消除器,
pulse length discriminator,脈長鑑別器,
pulse length modulation,脈長調變；脈衝寬度調制,
pulse length,脈長；脈衝長度,
pulse mode operation,脈模作業,
pulse modulation,脈波調變,
pulse motor,脈衝馬達,
pulse noise,脈衝噪音,脈沖噪聲
pulse normalization,脈波正常化,
pulse pairing,脈衝配對,
pulse phase modulation,脈衝相調變,
pulse position modulation,脈位調變,
pulse ratio encoding,脈波比,
pulse regeneration,脈波再生,
encode control microprogramming,編碼控制微程式設計,
encode data,編碼資料,
encode group,編碼組,
encode input,編碼輸入,
encode key,編碼鍵,
encode model,編碼模型,
encode procedure,編碼程序,
encode processor,編碼處理機,
encode statement,編碼敘述,
encode table,編碼表,
encode,編碼,
encode/decode conversion,編碼／解碼轉換,
encoded abstract,編碼摘要,
encoded control,編碼控制,
encoded fields,編碼欄位,
encoded image,編碼影像,
encoded information type,編碼資訊型式,
encoded mode,編碼模式,
encoded point,編碼點,
encoded question,編碼問題,
encoded recording,編碼記錄,
encoded Turing machine,編碼杜林機,
encoder,編碼器,編碼器
encoder ambiguity,編碼器歧義,
encoder group,編碼器組,
encoder matrix,編碼器矩陣,
encoder mode,編碼器模式,
encoder output,編碼器輸出,
encoder programming language,編碼器程式設計語言,
pulse repetition frequency,脈波重複頻率,
pulse repetition rate,脈波重複率,
pulse reshaping,脈波再成形,
pulse rise time,脈波上升時間,
pulse set,脈波設定,
pulse shaping,脈波成形,
pulse standardization,脈波標準化,
pulse step,脈衝步進,脈沖步進
pulse string,脈波串；脈串,
pulse time modulation,脈時調變,
pulse train,脈波列；脈列；脈波連列,
pulse transformer,脈波變壓器,
pulse transmission neural network,脈波傳輸類神經網路,
pulse width,脈寬,脈沖寬度
pulse width encoding,脈寬編碼,
pulse width modulation,脈寬調變,
pulse-amplitude analyzer,脈幅分析器,
pulse-amplitude-code modulation,脈（衝）幅（度）編碼調變,
pulsed illumination source,脈衝式照明源,
pulsed magnetic field system,脈衝式磁場系統,
pulser,脈波器,
pulse-width modulation,脈寬調變,
pumping lemma,泵作用引理,泵作用引理
punch,打孔（機）；打孔,穿孔機
punch card,打孔卡片,未穿孔卡
punch card accounting system,打孔卡會計系統；打孔卡記帳系統,
punch card system,打卡系統,
punch card unit,打卡單位,
punch control unit,打孔控制裝置,
punch function,打孔功能,
encoding,編碼,
encoding by bit,按位元編碼,
encoding by group,按組編碼,
encoding device,編碼裝置,
encoding key,編碼鍵,
encoding law,編碼定律,
encoding matrix,編碼矩陣,
encoding method,編碼方法,編碼方法
encoding microinstruction,編碼微指令,
encoding model,編碼模型,
encoding of Chinese characters,中文字元編碼,
encoding operation,編碼操作,
encoding pack,編碼包,
encoding phase relationship,編碼相位關係,
encoding rate,編碼率,
encoding rule,編碼規則,
encoding scheme,編碼方案,編碼方案
encoding strip,編碼條,
encompass system,包圍系統,
Encore,恩可程式,
encrypt,加密,
encrypted circuit,加密電路,
encrypted message,密文,
encrypted message part,密文部分,
encrypted voice,加密語音,
encrypting key,加密關鍵碼；加密鍵,
encryption,暗碼化；資料加密；保護碼,加密
encryption algorithm,加密演算法,
encryption based protection protocol,加密保護協定,
encryption check bit,密碼核對位元,
punch knife,門孔刀,
punch off,不打孔,
punch operator,打卡員,
punch path,打孔路徑,穿孔通路
punch position,打孔位置,穿孔位置
punch rate,打孔率,
punch station,打孔站,穿孔台
punch tape,打孔帶,穿孔帶
punch tape reader,打孔帶閱讀機,
punch typewriter,打孔打字機,
punched card data processing system,打孔卡片資料處理系統,
punched card data processing,打孔卡片資料處理,
punched card input device,打孔卡輸入裝置,
punched card machine,打孔卡機,
punched card system,打孔卡系統,
punched card utility,打孔卡公用程式,
punched card,打孔卡；孔卡；打孔卡片,穿孔卡
punched paper tape,打孔紙帶,
punched tape,打孔帶,穿孔帶
punched tape code,孔帶碼,
punched tape machine,孔帶機,
punched tape reader,孔帶閱讀機,穿孔帶閱讀機
punched tape to magnetic tape,孔帶至磁帶,
punched tape to magnetic tape converter,打孔帶到磁帶轉換器,
encryption device,加密裝置,
encryption equipment,加密設備,
encryption key,加密鍵,
encryption protocol,加密協定,
encryption standard,加密標準,
encryption technique,加密技術,
end,端；結束,
end address,結束位址,
end around,端迴,
end around borrow,循環借位；端迴借位,
end around carry shift,端迴進位移位,
end around carry,端迴進位,
end around shift,端迴移位,
end around shift register,端迴移位暫存器,
end bit,結束位元,
end branch,末端分支,
end byte counter,結束位元組計數器,
end closing figures,最終結帳數字,
end column,結束行,
END command,結束命令,
end communication layer,結束通訊層,
end condition,結束條件,
end connector,末端連接器,
end control,結束控制,
end crossfire,末端串擾,
end crosstalk,末端串音,
end data symbol,結束資料符號,
end date,結束日期,
end directive,結束指引,
end distortion,終端失真；結束失真,
end DO,結束DO,
puncher,打孔機,
punching position,打孔部位,
punching rate,打孔率,
punching station,打孔站,穿孔台
punch-print editor,打孔列印編輯器,
punctuation bit,標示長度位元,
punctuation capability,標點能力,
punctuation character,標示字元,
punctuation mark,準時標示,
purchase blanket release detail,採購綜合核發明細,
purchase content lower levels,低階之採購內容,
purchase content this level,本階採購內容,
purchase control system,採購控制系統,
purchase entry,採購登錄,
purchase on order quantity,採購已訂數量,
purchase on order summary,採購已訂彙總,
purchase on order summary records,採購已訂彙總記錄,
purchase option,採購選項,
purchase order,採購訂單,
purchase order control system,採購訂單控制系統,
purchase order costs,採購訂單成本,
purchase order number,採購訂單號碼,
purchase order scrap transaction,採購訂單報廢異動,
purchase order status,採購訂單狀態,
